,kalimat,kalimat_token
441,biasanya lemot poll tapi setelah update malah lancar teros,"['biasanya', 'lemot', 'poll', 'tapi', 'setelah', 'update', 'malah', 'lancar', 'teros']"
424,saat ini apk nya malah jadi kurang membantu detail kendala loadingnya lama sekali saat mau cek jadwal commuter line susah sekali mencari nama stasiun memakan banyak waktu loading namun hasil pencarian malah tidak keluar,"['saat', 'ini', 'apk', 'nya', 'malah', 'jadi', 'kurang', 'membantu', 'detail', 'kendala', 'loadingnya', 'lama', 'sekali', 'saat', 'mau', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'sekali', 'mencari', 'nama', 'stasiun', 'memakan', 'banyak', 'waktu', 'loading', 'namun', 'hasil', 'pencarian', 'malah', 'tidak', 'keluar']"
22,bagus lancar,"['bagus', 'lancar']"
468,untuk update aplikasi nya lancar bangett tapi lebih enak dilihat yang dulu tampilan menu aplikasinya,"['untuk', 'update', 'aplikasi', 'nya', 'lancar', 'bangett', 'tapi', 'lebih', 'enak', 'dilihat', 'yang', 'dulu', 'tampilan', 'menu', 'aplikasinya']"
116,parah enak versi dulu dulu gabingung mau liat tiket yang udah dipesan dimana sekarang kebanyakan printilan yang ga guna banget sumpahhhh,"['parah', 'enak', 'versi', 'dulu', 'dulu', 'gabingung', 'mau', 'liat', 'tiket', 'yang', 'udah', 'dipesan', 'dimana', 'sekarang', 'kebanyakan', 'printilan', 'yang', 'ga', 'guna', 'banget', 'sumpahhhh']"
89,sangat tidak ramah untuk penggunaan pembelian tiket harusnya cuman isi data diri pilih kursi langsung bayar sekarang ada pembelian makanan tiket transportasi dll sangat menganggu proses transaksi harusnya di pisah dari tools utama yaitu pembelian tiket jangan di selipi untuk pesan makanan maupun akomodasi transportasi terimakasih,"['sangat', 'tidak', 'ramah', 'untuk', 'penggunaan', 'pembelian', 'tiket', 'harusnya', 'cuman', 'isi', 'data', 'diri', 'pilih', 'kursi', 'langsung', 'bayar', 'sekarang', 'ada', 'pembelian', 'makanan', 'tiket', 'transportasi', 'dll', 'sangat', 'menganggu', 'proses', 'transaksi', 'harusnya', 'di', 'pisah', 'dari', 'tools', 'utama', 'yaitu', 'pembelian', 'tiket', 'jangan', 'di', 'selipi', 'untuk', 'pesan', 'makanan', 'maupun', 'akomodasi', 'transportasi', 'terimakasih']"
182,mudah lancar pembayarannya yg tdk punya atm bisa melalui indomart alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yg', 'tdk', 'punya', 'atm', 'bisa', 'melalui', 'indomart', 'alfamart', 'mantap']"
548,lancar banget mau melakukan pembayaran juga gamapng,"['lancar', 'banget', 'mau', 'melakukan', 'pembayaran', 'juga', 'gamapng']"
264,lebih mudah untuk pemesanan tiket,"['lebih', 'mudah', 'untuk', 'pemesanan', 'tiket']"
18,the best,"['the', 'best']"
235,tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
512,iya sih makin lancar tapi aplikasi yang baru tidak efektif dalam pemilihan kursi tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien,"['iya', 'sih', 'makin', 'lancar', 'tapi', 'aplikasi', 'yang', 'baru', 'tidak', 'efektif', 'dalam', 'pemilihan', 'kursi', 'tampilan', 'kursi', 'mending', 'di', 'aplikasi', 'yang', 'lama', 'lebih', 'efektif', 'dan', 'efisien']"
144,cukup membantu dalam mencari informasi mengenai jadwal ka dan promo,"['cukup', 'membantu', 'dalam', 'mencari', 'informasi', 'mengenai', 'jadwal', 'ka', 'dan', 'promo']"
299,makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
291,makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
555,untuk proses pemesanan tiket lokal cepat banget utk pembayaran ovo juga mudah,"['untuk', 'proses', 'pemesanan', 'tiket', 'lokal', 'cepat', 'banget', 'utk', 'pembayaran', 'ovo', 'juga', 'mudah']"
382,ini setelah update kenapa aplikasi nya jadi lemot banget min bahkan logout sendiri pas mau masuk jdi gk bisa masuk keterangan nya failed request padahal udah biasa dulu pake kai acces tolong donk klo memang harus pake aplikasi aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini,"['ini', 'setelah', 'update', 'kenapa', 'aplikasi', 'nya', 'jadi', 'lemot', 'banget', 'min', 'bahkan', 'logout', 'sendiri', 'pas', 'mau', 'masuk', 'jdi', 'gk', 'bisa', 'masuk', 'keterangan', 'nya', 'failed', 'request', 'padahal', 'udah', 'biasa', 'dulu', 'pake', 'kai', 'acces', 'tolong', 'donk', 'klo', 'memang', 'harus', 'pake', 'aplikasi', 'aplikasinya', 'yaa', 'di', 'bikin', 'simpel', 'dan', 'mudah', 'akses', 'nya', 'jangan', 'jadi', 'malah', 'susah', 'gini']"
550,udah bisapake qris di kai access aya suka dengan pembayaran qris jadi lebih simpel ditambah uga aplikasinya makin satset,"['udah', 'bisapake', 'qris', 'di', 'kai', 'access', 'aya', 'suka', 'dengan', 'pembayaran', 'qris', 'jadi', 'lebih', 'simpel', 'ditambah', 'uga', 'aplikasinya', 'makin', 'satset']"
524,setelah di upgrade malah jadi lancar aplikasi nya buka jadwal pembayaran malah jadi lebih cepet,"['setelah', 'di', 'upgrade', 'malah', 'jadi', 'lancar', 'aplikasi', 'nya', 'buka', 'jadwal', 'pembayaran', 'malah', 'jadi', 'lebih', 'cepet']"
565,sudah update jadi makin bagus malah jadi semakin memudahkan saat pembayaran menggunakan wallet jadi mudah sekali lebih bagus dripada kai access versi lama,"['sudah', 'update', 'jadi', 'makin', 'bagus', 'malah', 'jadi', 'semakin', 'memudahkan', 'saat', 'pembayaran', 'menggunakan', 'wallet', 'jadi', 'mudah', 'sekali', 'lebih', 'bagus', 'dripada', 'kai', 'access', 'versi', 'lama']"
425,saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dana nya nunggu hari sekalian aja setahun baru tf dana nya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dana', 'nya', 'nunggu', 'hari', 'sekalian', 'aja', 'setahun', 'baru', 'tf', 'dana', 'nya']"
167,updateny bagus tpi susah skrng dftr kaipayny udah gitu byar pake kai juga susah,"['updateny', 'bagus', 'tpi', 'susah', 'skrng', 'dftr', 'kaipayny', 'udah', 'gitu', 'byar', 'pake', 'kai', 'juga', 'susah']"
54,aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
437,setelah update palah makin baik apk ringan lancar tidak lemot,"['setelah', 'update', 'palah', 'makin', 'baik', 'apk', 'ringan', 'lancar', 'tidak', 'lemot']"
46,aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
93,secara user interface lebih baik yang sebelumnya mungkin ya memang lebih terkesan modern atau bagus dipandang namun sedikit saran untuk bagian pemilihan tiket apabila semua tiket pada kategori tersebut habis makan seharusnya otomatis turun atau pindah ke bawah seperti dulu serta harusnya ada perubahan harga dari harga mulai dari menjadi tiket paling murah yang tersedia sehingga lebih memudahkan percarian tiket sesuai kebutuhan,"['secara', 'user', 'interface', 'lebih', 'baik', 'yang', 'sebelumnya', 'mungkin', 'ya', 'memang', 'lebih', 'terkesan', 'modern', 'atau', 'bagus', 'dipandang', 'namun', 'sedikit', 'saran', 'untuk', 'bagian', 'pemilihan', 'tiket', 'apabila', 'semua', 'tiket', 'pada', 'kategori', 'tersebut', 'habis', 'makan', 'seharusnya', 'otomatis', 'turun', 'atau', 'pindah', 'ke', 'bawah', 'seperti', 'dulu', 'serta', 'harusnya', 'ada', 'perubahan', 'harga', 'dari', 'harga', 'mulai', 'dari', 'menjadi', 'tiket', 'paling', 'murah', 'yang', 'tersedia', 'sehingga', 'lebih', 'memudahkan', 'percarian', 'tiket', 'sesuai', 'kebutuhan']"
280,sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pake apk tiket online yang lain,"['sangat', 'bermanfaat', 'mudah', 'sekali', 'untuk', 'memesan', 'tiket', 'kereta', 'dibanding', 'pake', 'apk', 'tiket', 'online', 'yang', 'lain']"
108,fiturnya lebih ribet membingungkan lebih simpel aplikasi sebelumnya,"['fiturnya', 'lebih', 'ribet', 'membingungkan', 'lebih', 'simpel', 'aplikasi', 'sebelumnya']"
289,semakin canggih ni apk sekarng kalo mau pesen tiket gausah nulis nama satu soalnya nama yang sudah pernah masuk keseimpen jadi tinggal nambahin,"['semakin', 'canggih', 'ni', 'apk', 'sekarng', 'kalo', 'mau', 'pesen', 'tiket', 'gausah', 'nulis', 'nama', 'satu', 'soalnya', 'nama', 'yang', 'sudah', 'pernah', 'masuk', 'keseimpen', 'jadi', 'tinggal', 'nambahin']"
195,setelah update jadi user friendly dan ga ribet qris juga udah ke detect waktu bayar ga perlua waktu laama buat bayarnya cpeet langsugn bisa sleesai,"['setelah', 'update', 'jadi', 'user', 'friendly', 'dan', 'ga', 'ribet', 'qris', 'juga', 'udah', 'ke', 'detect', 'waktu', 'bayar', 'ga', 'perlua', 'waktu', 'laama', 'buat', 'bayarnya', 'cpeet', 'langsugn', 'bisa', 'sleesai']"
615,saya pelanggan setia kai merasa paus dengan versi terbaruny memudahkan dlm segala hal pesan tiket mudah cek tiket kereta mudah bayrnya mudah fitur tambahan yng juga berguna bagi saya salutnya dg tambahan fitur yg banyak tpai masih lancar terus ga lemot lemot,"['saya', 'pelanggan', 'setia', 'kai', 'merasa', 'paus', 'dengan', 'versi', 'terbaruny', 'memudahkan', 'dlm', 'segala', 'hal', 'pesan', 'tiket', 'mudah', 'cek', 'tiket', 'kereta', 'mudah', 'bayrnya', 'mudah', 'fitur', 'tambahan', 'yng', 'juga', 'berguna', 'bagi', 'saya', 'salutnya', 'dg', 'tambahan', 'fitur', 'yg', 'banyak', 'tpai', 'masih', 'lancar', 'terus', 'ga', 'lemot', 'lemot']"
509,aplikasi update terbaru bagus tp saran baikny harga tiket yg sdh habis terjual taruh paling bawah seperti aplikasi sebelumnya supaya gx bingung klu skrang kirain msh ada tiketny ternyata zonk,"['aplikasi', 'update', 'terbaru', 'bagus', 'tp', 'saran', 'baikny', 'harga', 'tiket', 'yg', 'sdh', 'habis', 'terjual', 'taruh', 'paling', 'bawah', 'seperti', 'aplikasi', 'sebelumnya', 'supaya', 'gx', 'bingung', 'klu', 'skrang', 'kirain', 'msh', 'ada', 'tiketny', 'ternyata', 'zonk']"
463,fitur menjadi lengkap namun sangat sulit untuk mengoprasikan fitur jadi tambah ribet gak efisien masih enak apk sebelum update gak ada fitur filter nama kereta tampilan jadi buruk banget lemot banget jadi gak fokus apk khusus kai,"['fitur', 'menjadi', 'lengkap', 'namun', 'sangat', 'sulit', 'untuk', 'mengoprasikan', 'fitur', 'jadi', 'tambah', 'ribet', 'gak', 'efisien', 'masih', 'enak', 'apk', 'sebelum', 'update', 'gak', 'ada', 'fitur', 'filter', 'nama', 'kereta', 'tampilan', 'jadi', 'buruk', 'banget', 'lemot', 'banget', 'jadi', 'gak', 'fokus', 'apk', 'khusus', 'kai']"
355,aplikasi terupdate otomatis tampilannya skrg tambah ribet dan bikin bingung lebih simpel tampilan yg lama seharusnya klo memang ada update lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terupdate', 'otomatis', 'tampilannya', 'skrg', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yg', 'lama', 'seharusnya', 'klo', 'memang', 'ada', 'update', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
403,ini bagaimana aplikasi barunya kok error saya mau pesan tiket jadi gabisa gara tiap mau bayar selalu time out padahal baru saja di klik tiba sudah time out sampai saya logout dan uninstall ulang tetep gabisa mau hapus akun saja sekalian juga gabisa alasannya karena ada tiket perjalanan yang blm selesai pdhl tidak ada sama sekali wong mau beli tiket baru aja gabisa kok gimana dong ini solusinya jadi susah mau beli tiket harus nyuruh adek saya pakai akunnya,"['ini', 'bagaimana', 'aplikasi', 'barunya', 'kok', 'error', 'saya', 'mau', 'pesan', 'tiket', 'jadi', 'gabisa', 'gara', 'tiap', 'mau', 'bayar', 'selalu', 'time', 'out', 'padahal', 'baru', 'saja', 'di', 'klik', 'tiba', 'sudah', 'time', 'out', 'sampai', 'saya', 'logout', 'dan', 'uninstall', 'ulang', 'tetep', 'gabisa', 'mau', 'hapus', 'akun', 'saja', 'sekalian', 'juga', 'gabisa', 'alasannya', 'karena', 'ada', 'tiket', 'perjalanan', 'yang', 'blm', 'selesai', 'pdhl', 'tidak', 'ada', 'sama', 'sekali', 'wong', 'mau', 'beli', 'tiket', 'baru', 'aja', 'gabisa', 'kok', 'gimana', 'dong', 'ini', 'solusinya', 'jadi', 'susah', 'mau', 'beli', 'tiket', 'harus', 'nyuruh', 'adek', 'saya', 'pakai', 'akunnya']"
333,tolong atuh perbaiki kualitas nya kan banyak yang pake aplikasi ini seharusnya lebih ditingkatkan lagi jangan tiba tiba keluar sendiri akun nya trs susah login lagi nya loading nya lama banget ampun,"['tolong', 'atuh', 'perbaiki', 'kualitas', 'nya', 'kan', 'banyak', 'yang', 'pake', 'aplikasi', 'ini', 'seharusnya', 'lebih', 'ditingkatkan', 'lagi', 'jangan', 'tiba', 'tiba', 'keluar', 'sendiri', 'akun', 'nya', 'trs', 'susah', 'login', 'lagi', 'nya', 'loading', 'nya', 'lama', 'banget', 'ampun']"
419,banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses lebih running sama versi yang lama nya merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa sudah coba telpon dan tanya ke service center juga ga ada solusi sudah saya coba manual unistall kemudian download install lagi sama saja gabisa harus jadi perhatian dong ini,"['banyak', 'fitur', 'dan', 'pilihannya', 'tapi', 'gabusa', 'sama', 'saja', 'kalo', 'tidak', 'bisa', 'terakses', 'lebih', 'running', 'sama', 'versi', 'yang', 'lama', 'nya', 'merugikan', 'konsumen', 'apabila', 'ada', 'sesuatu', 'mendesak', 'dan', 'butuh', 'reshcedulle', 'tiket', 'tetapi', 'gabisa', 'sudah', 'coba', 'telpon', 'dan', 'tanya', 'ke', 'service', 'center', 'juga', 'ga', 'ada', 'solusi', 'sudah', 'saya', 'coba', 'manual', 'unistall', 'kemudian', 'download', 'install', 'lagi', 'sama', 'saja', 'gabisa', 'harus', 'jadi', 'perhatian', 'dong', 'ini']"
281,sangat lancar buat pesen tiket kereta bookng hotel juga bisa lewat kai sekrang,"['sangat', 'lancar', 'buat', 'pesen', 'tiket', 'kereta', 'bookng', 'hotel', 'juga', 'bisa', 'lewat', 'kai', 'sekrang']"
272,setelag update aplikasi menjadi sangat lemot di semua fiturnya terutama di fitur tiket saya tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket cetak boarding dan fitur kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya mungkin seharusnya dicoba terlebih dahulu di internal kai jangan langsung main update tetapi aplikasi belum bisa maksimal,"['setelag', 'update', 'aplikasi', 'menjadi', 'sangat', 'lemot', 'di', 'semua', 'fiturnya', 'terutama', 'di', 'fitur', 'tiket', 'saya', 'tiket', 'yang', 'sudah', 'dibeli', 'lama', 'sekali', 'bufferingnya', 'menyebabkan', 'kelamaan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'boarding', 'dan', 'fitur', 'kereta', 'untuk', 'membeli', 'tiker', 'antar', 'kotapun', 'demikian', 'begitu', 'lemot', 'bufferingnya', 'mungkin', 'seharusnya', 'dicoba', 'terlebih', 'dahulu', 'di', 'internal', 'kai', 'jangan', 'langsung', 'main', 'update', 'tetapi', 'aplikasi', 'belum', 'bisa', 'maksimal']"
500,diupdate malah bisa beli tiket dg mudah lancar terus ui nya yg diperbaiki jg lebih keren lebih baik dari versi yg lama versi yg baru bagus banget performanya,"['diupdate', 'malah', 'bisa', 'beli', 'tiket', 'dg', 'mudah', 'lancar', 'terus', 'ui', 'nya', 'yg', 'diperbaiki', 'jg', 'lebih', 'keren', 'lebih', 'baik', 'dari', 'versi', 'yg', 'lama', 'versi', 'yg', 'baru', 'bagus', 'banget', 'performanya']"
69,tampilan yg sekarang bagus dan mudah sangat nyaman,"['tampilan', 'yg', 'sekarang', 'bagus', 'dan', 'mudah', 'sangat', 'nyaman']"
261,saya beli tiket tapi koo bayarnya dobel saya isi saldo kai pay rb harga tiket kereta api lokal saya beli tiket untuk orng saja kok tiba saldo saya tinggal kok pembayaran bisa dobel begituu tolonggg pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tapi', 'koo', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'rb', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orng', 'saja', 'kok', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begituu', 'tolonggg', 'pihak', 'kai', 'kejelasaannya']"
428,saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dana nya nunggu hari sekalian aja setahun baru tf dana nya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dana', 'nya', 'nunggu', 'hari', 'sekalian', 'aja', 'setahun', 'baru', 'tf', 'dana', 'nya']"
545,kalo dibandingin kai yg dulu sama sekarang beda bgt dari segi performa nya makin lancar dari pesen tiket bayarnya tmpilannya menarik juga ditambah fitur terbaru yg bermanfaat bangett menurut saya,"['kalo', 'dibandingin', 'kai', 'yg', 'dulu', 'sama', 'sekarang', 'beda', 'bgt', 'dari', 'segi', 'performa', 'nya', 'makin', 'lancar', 'dari', 'pesen', 'tiket', 'bayarnya', 'tmpilannya', 'menarik', 'juga', 'ditambah', 'fitur', 'terbaru', 'yg', 'bermanfaat', 'bangett', 'menurut', 'saya']"
421,kalo ga butuh ma akses kereta ini males bgt dah make app ini minggu ini loading trs eror trs mana org tuh buru ini bner bkin emosi pas nyampe stasiun disuruh ke loket dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru kalo org gbs beli diloket ya benerin dong tu app jgn ngerugiin waktu orang,"['kalo', 'ga', 'butuh', 'ma', 'akses', 'kereta', 'ini', 'males', 'bgt', 'dah', 'make', 'app', 'ini', 'minggu', 'ini', 'loading', 'trs', 'eror', 'trs', 'mana', 'org', 'tuh', 'buru', 'ini', 'bner', 'bkin', 'emosi', 'pas', 'nyampe', 'stasiun', 'disuruh', 'ke', 'loket', 'dari', 'loket', 'disuruh', 'ke', 'petugas', 'dpn', 'bner', 'nyebelin', 'bgt', 'sampe', 'ketinggalan', 'jadwal', 'kereta', 'dong', 'mana', 'lg', 'buru', 'kalo', 'org', 'gbs', 'beli', 'diloket', 'ya', 'benerin', 'dong', 'tu', 'app', 'jgn', 'ngerugiin', 'waktu', 'orang']"
231,udah update ui yang baru tapi kualitas makin buruk mau lihat jadwal krl dari jalur rangkas tanah abang aja gak bisa,"['udah', 'update', 'ui', 'yang', 'baru', 'tapi', 'kualitas', 'makin', 'buruk', 'mau', 'lihat', 'jadwal', 'krl', 'dari', 'jalur', 'rangkas', 'tanah', 'abang', 'aja', 'gak', 'bisa']"
271,pake aplikasi dulu setiap mau pesan tiket sering gagal tapi diaplikasi sekarang selalu berhasil dna lebih cepet juga tidak lemot,"['pake', 'aplikasi', 'dulu', 'setiap', 'mau', 'pesan', 'tiket', 'sering', 'gagal', 'tapi', 'diaplikasi', 'sekarang', 'selalu', 'berhasil', 'dna', 'lebih', 'cepet', 'juga', 'tidak', 'lemot']"
149,saya senang dengan pembaruan aplikasi ini karena di aplikasi kai accesa saat ini saya bisa melakukan update no hp karena di aplikasi sebelumnya tidak bisa dan sering gagal di tambah fitur terbaru nya yg sangat membantu pengguna nya buat performanya juga makin canggih dan makin cepet,"['saya', 'senang', 'dengan', 'pembaruan', 'aplikasi', 'ini', 'karena', 'di', 'aplikasi', 'kai', 'accesa', 'saat', 'ini', 'saya', 'bisa', 'melakukan', 'update', 'no', 'hp', 'karena', 'di', 'aplikasi', 'sebelumnya', 'tidak', 'bisa', 'dan', 'sering', 'gagal', 'di', 'tambah', 'fitur', 'terbaru', 'nya', 'yg', 'sangat', 'membantu', 'pengguna', 'nya', 'buat', 'performanya', 'juga', 'makin', 'canggih', 'dan', 'makin', 'cepet']"
124,parah enak versi dulu dulu gabingung mau liat tiket yang udah dipesan dimana sekarang kebanyakan printilan yang ga guna banget sumpahhhh,"['parah', 'enak', 'versi', 'dulu', 'dulu', 'gabingung', 'mau', 'liat', 'tiket', 'yang', 'udah', 'dipesan', 'dimana', 'sekarang', 'kebanyakan', 'printilan', 'yang', 'ga', 'guna', 'banget', 'sumpahhhh']"
568,setelah update yang terbaru tampilan oke kualitasnya juga bagus banget load pas buka appnya juga ga lama pas mau ke pembayaran juga lancar banget pembayarannya dapat dilakukan dengan mudah ini nih aplikasi yang kita butuhkan cepet simple dan mudah,"['setelah', 'update', 'yang', 'terbaru', 'tampilan', 'oke', 'kualitasnya', 'juga', 'bagus', 'banget', 'load', 'pas', 'buka', 'appnya', 'juga', 'ga', 'lama', 'pas', 'mau', 'ke', 'pembayaran', 'juga', 'lancar', 'banget', 'pembayarannya', 'dapat', 'dilakukan', 'dengan', 'mudah', 'ini', 'nih', 'aplikasi', 'yang', 'kita', 'butuhkan', 'cepet', 'simple', 'dan', 'mudah']"
494,diupdate malah bisa beli tiket dg mudah lancar terus ui nya yg diperbaiki jg lebih keren lebih baik dari versi yg lama versi yg baru bagus banget performanya,"['diupdate', 'malah', 'bisa', 'beli', 'tiket', 'dg', 'mudah', 'lancar', 'terus', 'ui', 'nya', 'yg', 'diperbaiki', 'jg', 'lebih', 'keren', 'lebih', 'baik', 'dari', 'versi', 'yg', 'lama', 'versi', 'yg', 'baru', 'bagus', 'banget', 'performanya']"
185,setelah update jadi user friendly dan ga ribet qris juga udah ke detect waktu bayar ga perlua waktu laama buat bayarnya cpeet langsugn bisa sleesai,"['setelah', 'update', 'jadi', 'user', 'friendly', 'dan', 'ga', 'ribet', 'qris', 'juga', 'udah', 'ke', 'detect', 'waktu', 'bayar', 'ga', 'perlua', 'waktu', 'laama', 'buat', 'bayarnya', 'cpeet', 'langsugn', 'bisa', 'sleesai']"
329,di perbaharui malah susah di buka nyusahin,"['di', 'perbaharui', 'malah', 'susah', 'di', 'buka', 'nyusahin']"
600,kai update otomatis di hp saya seltah saya buka dan ccoba versi barunya emang lebih user freandly syaa juga langsung pesan tiket untk kebernagkatan ke surabaya dg commuterline wah dari pencarian pemesanan dan bayarnya mudah bettt lancar suwun kai,"['kai', 'update', 'otomatis', 'di', 'hp', 'saya', 'seltah', 'saya', 'buka', 'dan', 'ccoba', 'versi', 'barunya', 'emang', 'lebih', 'user', 'freandly', 'syaa', 'juga', 'langsung', 'pesan', 'tiket', 'untk', 'kebernagkatan', 'ke', 'surabaya', 'dg', 'commuterline', 'wah', 'dari', 'pencarian', 'pemesanan', 'dan', 'bayarnya', 'mudah', 'bettt', 'lancar', 'suwun', 'kai']"
473,udah maakin lancar ga lemot lagi tapi tampilan masih enak dulu tampilan sekarang kayak pelangi perpaduan warna kurang cocok,"['udah', 'maakin', 'lancar', 'ga', 'lemot', 'lagi', 'tapi', 'tampilan', 'masih', 'enak', 'dulu', 'tampilan', 'sekarang', 'kayak', 'pelangi', 'perpaduan', 'warna', 'kurang', 'cocok']"
302,tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
247,fitur kai pay ada scan qr tapi tidak berfungsi apa apa tidak bisa untuk pembayaran scan qr saya yang salah atau aplikasinya yang salah ya padahal ads saldo lumayan disitu sisa dari pembelian tiket,"['fitur', 'kai', 'pay', 'ada', 'scan', 'qr', 'tapi', 'tidak', 'berfungsi', 'apa', 'apa', 'tidak', 'bisa', 'untuk', 'pembayaran', 'scan', 'qr', 'saya', 'yang', 'salah', 'atau', 'aplikasinya', 'yang', 'salah', 'ya', 'padahal', 'ads', 'saldo', 'lumayan', 'disitu', 'sisa', 'dari', 'pembelian', 'tiket']"
31,mata saya lebih nyaman dengan warna biru khas kai daripada yang ungu,"['mata', 'saya', 'lebih', 'nyaman', 'dengan', 'warna', 'biru', 'khas', 'kai', 'daripada', 'yang', 'ungu']"
531,sejak diupdate malah makin mudah aplikasinya ga lemot lagi mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang update terbaru ini sangat membantu saya puas,"['sejak', 'diupdate', 'malah', 'makin', 'mudah', 'aplikasinya', 'ga', 'lemot', 'lagi', 'mudah', 'sekali', 'ketika', 'cek', 'tiket', 'dan', 'ketika', 'menyelesaikan', 'step', 'by', 'step', 'setelah', 'isi', 'data', 'penumpang', 'update', 'terbaru', 'ini', 'sangat', 'membantu', 'saya', 'puas']"
388,aplikasi nya sangat lemot saya batal terus saat mau bayar karna loading nya lama sampai waktu limit pembayaran nya habis,"['aplikasi', 'nya', 'sangat', 'lemot', 'saya', 'batal', 'terus', 'saat', 'mau', 'bayar', 'karna', 'loading', 'nya', 'lama', 'sampai', 'waktu', 'limit', 'pembayaran', 'nya', 'habis']"
581,dari segi performa kai accsess terbaru lbih baik daripada seblumnya booking tiekt makin mudah dan bayarnya bisa pake qris ada fiturbuat pesen hotel juga lengkap,"['dari', 'segi', 'performa', 'kai', 'accsess', 'terbaru', 'lbih', 'baik', 'daripada', 'seblumnya', 'booking', 'tiekt', 'makin', 'mudah', 'dan', 'bayarnya', 'bisa', 'pake', 'qris', 'ada', 'fiturbuat', 'pesen', 'hotel', 'juga', 'lengkap']"
482,tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
