,kalimat,kalimat_token
117,ternyata tidak sepenuhnya memudahkan proses pengembapan tetap diminta ktp untuk pengecekan apa gunanya kita mengisi data pribadi saat buat akun kalau hanya bikin ribet cek ktp aplikasi tidak berguna dyy dyy tambahan tampilan juga bikin ribet kalau mau pilih kereta beda dengan aplikasi sebelumnya jadi menyesal ditingkatkan ke access kaidyy dyy,"['ternyata', 'tidak', 'sepenuhnya', 'memudahkan', 'proses', 'pengembapan', 'tetap', 'diminta', 'ktp', 'untuk', 'pengecekan', 'apa', 'gunanya', 'kita', 'mengisi', 'data', 'pribadi', 'saat', 'buat', 'akun', 'kalau', 'hanya', 'bikin', 'ribet', 'cek', 'ktp', 'aplikasi', 'tidak', 'berguna', 'dyy', 'dyy', 'tambahan', 'tampilan', 'juga', 'bikin', 'ribet', 'kalau', 'mau', 'pilih', 'kereta', 'beda', 'dengan', 'aplikasi', 'sebelumnya', 'jadi', 'menyesal', 'ditingkatkan', 'ke', 'access', 'kaidyy', 'dyy']"
405,bikin aplikasi kok sampai enggak bisa diakses eror sampai hampir enggak bisa dapat tiket di aplikasi gara gara eror akhirnya ya manual di stasiun,"['bikin', 'aplikasi', 'kok', 'sampai', 'enggak', 'bisa', 'diakses', 'eror', 'sampai', 'hampir', 'enggak', 'bisa', 'dapat', 'tiket', 'di', 'aplikasi', 'gara', 'gara', 'eror', 'akhirnya', 'ya', 'manual', 'di', 'stasiun']"
430,setelah ditingkatkan jadi susah pesan tiketnya sering pesan dengan metode pembayaran tautan saja padahal di telepon seluler sudah terpasang aplikasinya tetapi disuruh unduh,"['setelah', 'ditingkatkan', 'jadi', 'susah', 'pesan', 'tiketnya', 'sering', 'pesan', 'dengan', 'metode', 'pembayaran', 'tautan', 'saja', 'padahal', 'di', 'telepon', 'seluler', 'sudah', 'terpasang', 'aplikasinya', 'tetapi', 'disuruh', 'unduh']"
33,jadi enggak ramah tampilan pengguna barunya,"['jadi', 'enggak', 'ramah', 'tampilan', 'pengguna', 'barunya']"
0,semenjak aplikasinya perbarui jadi makin lambat aduh,"['semenjak', 'aplikasinya', 'perbarui', 'jadi', 'makin', 'lambat', 'aduh']"
609,saya pelanggan setia kali merasa paus dengan versi terbarunya memudahkan dalam segala hal pesan tiket mudah cek tiket kereta mudah bayarnya mudah fitur tambahan yang juga berguna bagi saya salutnya dengan tambahan fitur yang banyak tapi masih lancar terus enggak lambat lambat,"['saya', 'pelanggan', 'setia', 'kali', 'merasa', 'paus', 'dengan', 'versi', 'terbarunya', 'memudahkan', 'dalam', 'segala', 'hal', 'pesan', 'tiket', 'mudah', 'cek', 'tiket', 'kereta', 'mudah', 'bayarnya', 'mudah', 'fitur', 'tambahan', 'yang', 'juga', 'berguna', 'bagi', 'saya', 'salutnya', 'dengan', 'tambahan', 'fitur', 'yang', 'banyak', 'tapi', 'masih', 'lancar', 'terus', 'enggak', 'lambat', 'lambat']"
192,sudah banyak plusnya daripada yang lama metode pembayaran juga banyak beli tiket ka jadi sangat mudah banget lacar juga,"['sudah', 'banyak', 'plusnya', 'daripada', 'yang', 'lama', 'metode', 'pembayaran', 'juga', 'banyak', 'beli', 'tiket', 'ka', 'jadi', 'sangat', 'mudah', 'banget', 'lacar', 'juga']"
365,tampilan memang bagus setelah diperbarui tetapi kulitas aplikasi lebih baik versi sebelumnya,"['tampilan', 'memang', 'bagus', 'setelah', 'diperbarui', 'tetapi', 'kulitas', 'aplikasi', 'lebih', 'baik', 'versi', 'sebelumnya']"
603,ditingkatkan malah tambah lancar dari proses masuk sampai pambayran tiket,"['ditingkatkan', 'malah', 'tambah', 'lancar', 'dari', 'proses', 'masuk', 'sampai', 'pambayran', 'tiket']"
441,biasanya lambat pol tetapi setelah memperbarui malah lancar terus,"['biasanya', 'lambat', 'pol', 'tetapi', 'setelah', 'memperbarui', 'malah', 'lancar', 'terus']"
424,saat ini aplikasinya malah jadi kurang membantu detail kendala memuatnya lama sekali saat mau cek jadwal komuter line susah sekali mencari nama stasiun memakan banyak waktu memuat namun hasil pencarian malah tidak keluar,"['saat', 'ini', 'aplikasinya', 'malah', 'jadi', 'kurang', 'membantu', 'detail', 'kendala', 'memuatnya', 'lama', 'sekali', 'saat', 'mau', 'cek', 'jadwal', 'komuter', 'line', 'susah', 'sekali', 'mencari', 'nama', 'stasiun', 'memakan', 'banyak', 'waktu', 'memuat', 'namun', 'hasil', 'pencarian', 'malah', 'tidak', 'keluar']"
22,bagus lancar,"['bagus', 'lancar']"
468,untuk memperbarui aplikasinya lancar banget tetapi lebih enak dilihat yang dahulu tampilan menu aplikasinya,"['untuk', 'memperbarui', 'aplikasinya', 'lancar', 'banget', 'tetapi', 'lebih', 'enak', 'dilihat', 'yang', 'dahulu', 'tampilan', 'menu', 'aplikasinya']"
116,parah enak versi dahulu dahulu enggak bingung mau lihat tiket yang sudah dipesan di mana sekarang kebanyakan printilan printilan yang enggak guna banget sumpah,"['parah', 'enak', 'versi', 'dahulu', 'dahulu', 'enggak', 'bingung', 'mau', 'lihat', 'tiket', 'yang', 'sudah', 'dipesan', 'di', 'mana', 'sekarang', 'kebanyakan', 'printilan', 'printilan', 'yang', 'enggak', 'guna', 'banget', 'sumpah']"
89,sangat tidak ramah untuk penggunaan pembelian tiket harusnya cuma isi data diri pilih kursi langsung bayar sekarang ada pembelian makanan tiket transportasi dll sangat menganggu proses transaksi harusnya di pisah dari tools utama yaitu pembelian tiket jangan diselipi untuk pesan makanan maupun akomodasi transportasi terima kasih,"['sangat', 'tidak', 'ramah', 'untuk', 'penggunaan', 'pembelian', 'tiket', 'harusnya', 'cuma', 'isi', 'data', 'diri', 'pilih', 'kursi', 'langsung', 'bayar', 'sekarang', 'ada', 'pembelian', 'makanan', 'tiket', 'transportasi', 'dll', 'sangat', 'menganggu', 'proses', 'transaksi', 'harusnya', 'di', 'pisah', 'dari', 'tools', 'utama', 'yaitu', 'pembelian', 'tiket', 'jangan', 'diselipi', 'untuk', 'pesan', 'makanan', 'maupun', 'akomodasi', 'transportasi', 'terima', 'kasih']"
182,mudah lancar pembayarannya yang tidak punya atm bisa melalui indomaret alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yang', 'tidak', 'punya', 'atm', 'bisa', 'melalui', 'indomaret', 'alfamart', 'mantap']"
548,lancar banget mau melakukan pembayaran juga gampang,"['lancar', 'banget', 'mau', 'melakukan', 'pembayaran', 'juga', 'gampang']"
264,lebih mudah untuk pemesanan tiket,"['lebih', 'mudah', 'untuk', 'pemesanan', 'tiket']"
18,the besta tm dy tm,"['the', 'besta', 'tm', 'dy', 'tm']"
235,tampilan baru bukan lebih mempermudah tetapi lebih mempersulit kasihan kalau orang awam untuk melakukan pemesanan lewat aplikasi kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tetapi', 'lebih', 'mempersulit', 'kasihan', 'kalau', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'aplikasi', 'kai', 'access']"
512,iya sih makin lancar tetapi aplikasi yang baru tidak efektif dalam pemilihan kursi tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien,"['iya', 'sih', 'makin', 'lancar', 'tetapi', 'aplikasi', 'yang', 'baru', 'tidak', 'efektif', 'dalam', 'pemilihan', 'kursi', 'tampilan', 'kursi', 'mending', 'di', 'aplikasi', 'yang', 'lama', 'lebih', 'efektif', 'dan', 'efisien']"
144,cukup membantu dalam mencari informasi mengenai jadwal ka dan promo,"['cukup', 'membantu', 'dalam', 'mencari', 'informasi', 'mengenai', 'jadwal', 'ka', 'dan', 'promo']"
299,makin di meningkatkan makin lancar pesan tiket juga makin mudah tetapilannya juga lebih mordern suka banget lebih segar,"['makin', 'di', 'meningkatkan', 'makin', 'lancar', 'pesan', 'tiket', 'juga', 'makin', 'mudah', 'tetapilannya', 'juga', 'lebih', 'mordern', 'suka', 'banget', 'lebih', 'segar']"
291,makin di meningkatkan makin lancar pesan tiket juga makin mudah tetapilannya juga lebih mordern suka banget lebih segar,"['makin', 'di', 'meningkatkan', 'makin', 'lancar', 'pesan', 'tiket', 'juga', 'makin', 'mudah', 'tetapilannya', 'juga', 'lebih', 'mordern', 'suka', 'banget', 'lebih', 'segar']"
555,untuk proses pemesanan tiket lokal cepat banget untuk pembayaran ovo juga mudah,"['untuk', 'proses', 'pemesanan', 'tiket', 'lokal', 'cepat', 'banget', 'untuk', 'pembayaran', 'ovo', 'juga', 'mudah']"
382,ini setelah diperbarui kenapa aplikasinya jadi lambat banget admin bahkan keluar sendiri pas mau masuk jadi enggak bisa masuk keterangannya failed request padahal udah biasa dahulu pakai kai acces tolong dong kalau memang harus pakai aplikasi aplikasinya ya dibikin simpel dan mudah aksesnya jangan jadi malah susah begini,"['ini', 'setelah', 'diperbarui', 'kenapa', 'aplikasinya', 'jadi', 'lambat', 'banget', 'admin', 'bahkan', 'keluar', 'sendiri', 'pas', 'mau', 'masuk', 'jadi', 'enggak', 'bisa', 'masuk', 'keterangannya', 'failed', 'request', 'padahal', 'udah', 'biasa', 'dahulu', 'pakai', 'kai', 'acces', 'tolong', 'dong', 'kalau', 'memang', 'harus', 'pakai', 'aplikasi', 'aplikasinya', 'ya', 'dibikin', 'simpel', 'dan', 'mudah', 'aksesnya', 'jangan', 'jadi', 'malah', 'susah', 'begini']"
550,sudah bisa pakai qris di kai access aya kai akun ada suka dengan pembayaran qris jadi lebih simpel ditambah uga aplikasinya makin satset,"['sudah', 'bisa', 'pakai', 'qris', 'di', 'kai', 'access', 'aya', 'kai', 'akun', 'ada', 'suka', 'dengan', 'pembayaran', 'qris', 'jadi', 'lebih', 'simpel', 'ditambah', 'uga', 'aplikasinya', 'makin', 'satset']"
524,setelah ditingkatkan malah jadi lancar aplikasinya buka jadwal pembayaran malah jadi lebih cepat,"['setelah', 'ditingkatkan', 'malah', 'jadi', 'lancar', 'aplikasinya', 'buka', 'jadwal', 'pembayaran', 'malah', 'jadi', 'lebih', 'cepat']"
565,sudah perbarui jadi makin bagus malah jadi makin memudahkan saat pembayaran menggunakan wallet jadi mudah sekali lebih bagus daripada kai access versi lama,"['sudah', 'perbarui', 'jadi', 'makin', 'bagus', 'malah', 'jadi', 'makin', 'memudahkan', 'saat', 'pembayaran', 'menggunakan', 'wallet', 'jadi', 'mudah', 'sekali', 'lebih', 'bagus', 'daripada', 'kai', 'access', 'versi', 'lama']"
425,saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dananya menunggu hari sekalian saja setahun baru transfer dananya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dananya', 'menunggu', 'hari', 'sekalian', 'saja', 'setahun', 'baru', 'transfer', 'dananya']"
167,pembaruannya bagus tetapi susah sekarang daftar kaipaynya sudah begitu bayar pakai kai juga susah,"['pembaruannya', 'bagus', 'tetapi', 'susah', 'sekarang', 'daftar', 'kaipaynya', 'sudah', 'begitu', 'bayar', 'pakai', 'kai', 'juga', 'susah']"
54,aplikasi terbaru otomatis tampilannya sekarang tambah ribet dan bikin bingung lebih simpel tampilan yang lama seharusnya kalau memang ada perbarui lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terbaru', 'otomatis', 'tampilannya', 'sekarang', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yang', 'lama', 'seharusnya', 'kalau', 'memang', 'ada', 'perbarui', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
437,setelah memperbarui palah makin baik aplikasi ringan lancar tidak lambat,"['setelah', 'memperbarui', 'palah', 'makin', 'baik', 'aplikasi', 'ringan', 'lancar', 'tidak', 'lambat']"
46,aplikasi terbaru otomatis tampilannya sekarang tambah ribet dan bikin bingung lebih simpel tampilan yang lama seharusnya kalau memang ada perbarui lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terbaru', 'otomatis', 'tampilannya', 'sekarang', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yang', 'lama', 'seharusnya', 'kalau', 'memang', 'ada', 'perbarui', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
93,secara pengguna interfas lebih baik yang sebelumnya mungkin ya memang lebih terkesan modern atau bagus dipandang namun sedikit saran untuk bagian pemilihan tiket apabila semua tiket pada kategori tersebut habis makan seharusnya otomatis turun atau pindah ke bawah seperti dahulu serta harusnya ada perubahan harga dari harga mulai dari menjadi tiket paling murah yang tersedia sehingga lebih memudahkan percarian tiket sesuai kebutuhan,"['secara', 'pengguna', 'interfas', 'lebih', 'baik', 'yang', 'sebelumnya', 'mungkin', 'ya', 'memang', 'lebih', 'terkesan', 'modern', 'atau', 'bagus', 'dipandang', 'namun', 'sedikit', 'saran', 'untuk', 'bagian', 'pemilihan', 'tiket', 'apabila', 'semua', 'tiket', 'pada', 'kategori', 'tersebut', 'habis', 'makan', 'seharusnya', 'otomatis', 'turun', 'atau', 'pindah', 'ke', 'bawah', 'seperti', 'dahulu', 'serta', 'harusnya', 'ada', 'perubahan', 'harga', 'dari', 'harga', 'mulai', 'dari', 'menjadi', 'tiket', 'paling', 'murah', 'yang', 'tersedia', 'sehingga', 'lebih', 'memudahkan', 'percarian', 'tiket', 'sesuai', 'kebutuhan']"
280,sangat bermanfaat mudah sekali untuk memesan tiket kereta dibanding pakai aplikasi tiket daring yang lain,"['sangat', 'bermanfaat', 'mudah', 'sekali', 'untuk', 'memesan', 'tiket', 'kereta', 'dibanding', 'pakai', 'aplikasi', 'tiket', 'daring', 'yang', 'lain']"
108,fiturnya lebih ribet membingungkan lebih simpel aplikasi sebelumnya dy tm,"['fiturnya', 'lebih', 'ribet', 'membingungkan', 'lebih', 'simpel', 'aplikasi', 'sebelumnya', 'dy', 'tm']"
289,semakin canggih ini aplikasi sekarang kalau mau pesan tiket enggak usah menulis nama satul soalnya nama yang sudah pernah masuk keseimpen jadi tinggal menambah,"['semakin', 'canggih', 'ini', 'aplikasi', 'sekarang', 'kalau', 'mau', 'pesan', 'tiket', 'enggak', 'usah', 'menulis', 'nama', 'satul', 'soalnya', 'nama', 'yang', 'sudah', 'pernah', 'masuk', 'keseimpen', 'jadi', 'tinggal', 'menambah']"
195,setelah memperbarui jadi pengguna dan enggak ribet qris juga sudah ke deteksi waktu bayar enggak perlua waktu lama buat bayarnya cepat langsung bisa selesai,"['setelah', 'memperbarui', 'jadi', 'pengguna', 'dan', 'enggak', 'ribet', 'qris', 'juga', 'sudah', 'ke', 'deteksi', 'waktu', 'bayar', 'enggak', 'perlua', 'waktu', 'lama', 'buat', 'bayarnya', 'cepat', 'langsung', 'bisa', 'selesai']"
615,saya pelanggan setia kali merasa paus dengan versi terbarunya memudahkan dalam segala hal pesan tiket mudah cek tiket kereta mudah bayarnya mudah fitur tambahan yang juga berguna bagi saya salutnya dengan tambahan fitur yang banyak tapi masih lancar terus enggak lambat lambat,"['saya', 'pelanggan', 'setia', 'kali', 'merasa', 'paus', 'dengan', 'versi', 'terbarunya', 'memudahkan', 'dalam', 'segala', 'hal', 'pesan', 'tiket', 'mudah', 'cek', 'tiket', 'kereta', 'mudah', 'bayarnya', 'mudah', 'fitur', 'tambahan', 'yang', 'juga', 'berguna', 'bagi', 'saya', 'salutnya', 'dengan', 'tambahan', 'fitur', 'yang', 'banyak', 'tapi', 'masih', 'lancar', 'terus', 'enggak', 'lambat', 'lambat']"
509,aplikasi perbaruan terbaru bagus tetapi saran aku baiknya harga harga tiket yang sudah habis terjual ditaruh paling bawah seperti aplikasi sebelumnya supaya enggak bingung kalau sekarang dikira masih ada tiketnya ternyata tidak sesuai harapan,"['aplikasi', 'perbaruan', 'terbaru', 'bagus', 'tetapi', 'saran', 'aku', 'baiknya', 'harga', 'harga', 'tiket', 'yang', 'sudah', 'habis', 'terjual', 'ditaruh', 'paling', 'bawah', 'seperti', 'aplikasi', 'sebelumnya', 'supaya', 'enggak', 'bingung', 'kalau', 'sekarang', 'dikira', 'masih', 'ada', 'tiketnya', 'ternyata', 'tidak', 'sesuai', 'harapan']"
463,fitur menjadi lengkap namun sangat sulit untuk mengoprasikan fitur jadi tambah ribet enggak efisien masih enak aplikasi sebelum perbarui enggak ada fitur filter nama kereta tampilan jadi buruk banget lemot banget jadi enggak fokus aplikasi khusus kai,"['fitur', 'menjadi', 'lengkap', 'namun', 'sangat', 'sulit', 'untuk', 'mengoprasikan', 'fitur', 'jadi', 'tambah', 'ribet', 'enggak', 'efisien', 'masih', 'enak', 'aplikasi', 'sebelum', 'perbarui', 'enggak', 'ada', 'fitur', 'filter', 'nama', 'kereta', 'tampilan', 'jadi', 'buruk', 'banget', 'lemot', 'banget', 'jadi', 'enggak', 'fokus', 'aplikasi', 'khusus', 'kai']"
355,aplikasi terbaru otomatis tampilannya sekarang tambah ribet dan bikin bingung lebih simpel tampilan yang lama seharusnya kalau memang ada perbarui lebih mempermudah ini malah sebaliknya,"['aplikasi', 'terbaru', 'otomatis', 'tampilannya', 'sekarang', 'tambah', 'ribet', 'dan', 'bikin', 'bingung', 'lebih', 'simpel', 'tampilan', 'yang', 'lama', 'seharusnya', 'kalau', 'memang', 'ada', 'perbarui', 'lebih', 'mempermudah', 'ini', 'malah', 'sebaliknya']"
403,ini bagaimana aplikasi barunya kok eror saya mau pesan tiket jadi enggak bisa gara gara tiap mau bayar selalu time tekan padahal baru saja di klik tiba tiba sudah time tepat sampai saya keluar dan copot ulang tetap enggak bisa mau hapus akun saja sekalian juga enggak bisa alasannya karena ada tiket perjalanan yang belum selesai padahal tidak ada sama sekali orang mau beli tiket baru saja enggak bisa kok bagaimana dong ini solusinya jadi susah mau beli tiket harus menyuruh adik saya pakai akunnya,"['ini', 'bagaimana', 'aplikasi', 'barunya', 'kok', 'eror', 'saya', 'mau', 'pesan', 'tiket', 'jadi', 'enggak', 'bisa', 'gara', 'gara', 'tiap', 'mau', 'bayar', 'selalu', 'time', 'tekan', 'padahal', 'baru', 'saja', 'di', 'klik', 'tiba', 'tiba', 'sudah', 'time', 'tepat', 'sampai', 'saya', 'keluar', 'dan', 'copot', 'ulang', 'tetap', 'enggak', 'bisa', 'mau', 'hapus', 'akun', 'saja', 'sekalian', 'juga', 'enggak', 'bisa', 'alasannya', 'karena', 'ada', 'tiket', 'perjalanan', 'yang', 'belum', 'selesai', 'padahal', 'tidak', 'ada', 'sama', 'sekali', 'orang', 'mau', 'beli', 'tiket', 'baru', 'saja', 'enggak', 'bisa', 'kok', 'bagaimana', 'dong', 'ini', 'solusinya', 'jadi', 'susah', 'mau', 'beli', 'tiket', 'harus', 'menyuruh', 'adik', 'saya', 'pakai', 'akunnya']"
333,tolong dong perbaiki kualitasnya kan banyak yang pakai aplikasi ini seharusnya lebih ditingkatkan lagi jangan tiba tiba keluar sendiri akunnya terus susah masuk laginya memuatnya lama banget ampun,"['tolong', 'dong', 'perbaiki', 'kualitasnya', 'kan', 'banyak', 'yang', 'pakai', 'aplikasi', 'ini', 'seharusnya', 'lebih', 'ditingkatkan', 'lagi', 'jangan', 'tiba', 'tiba', 'keluar', 'sendiri', 'akunnya', 'terus', 'susah', 'masuk', 'laginya', 'memuatnya', 'lama', 'banget', 'ampun']"
419,banyak fitur dan pilihannya tetapi enggak busa sama saja kalau tidak bisa terakses lebih running sama versi yang lamanya merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi enggak bisa sudah coba telepon dan tanya ke servis center juga enggak ada solusi sudah saya coba manual copot kemudian unduh pasang lagi sama saja enggak bisa harus jadi perhatian dong ini,"['banyak', 'fitur', 'dan', 'pilihannya', 'tetapi', 'enggak', 'busa', 'sama', 'saja', 'kalau', 'tidak', 'bisa', 'terakses', 'lebih', 'running', 'sama', 'versi', 'yang', 'lamanya', 'merugikan', 'konsumen', 'apabila', 'ada', 'sesuatu', 'mendesak', 'dan', 'butuh', 'reshcedulle', 'tiket', 'tetapi', 'enggak', 'bisa', 'sudah', 'coba', 'telepon', 'dan', 'tanya', 'ke', 'servis', 'center', 'juga', 'enggak', 'ada', 'solusi', 'sudah', 'saya', 'coba', 'manual', 'copot', 'kemudian', 'unduh', 'pasang', 'lagi', 'sama', 'saja', 'enggak', 'bisa', 'harus', 'jadi', 'perhatian', 'dong', 'ini']"
281,sangat lancar buat pesan tiket kereta pesan hotel juga bisa lewat kai sekarang,"['sangat', 'lancar', 'buat', 'pesan', 'tiket', 'kereta', 'pesan', 'hotel', 'juga', 'bisa', 'lewat', 'kai', 'sekarang']"
272,setelah memperbarui aplikasi menjadi sangat lambat di semua fiturnya terutama di fitur tiket saya tiket yang sudah dibeli lama sekali prasmanannya menyebabkan kelamaan menunggu dipenukaran tiket cetak pemboardan dan fitur kereta untuk membeli tiker antar kota pun demikian begitu lambat pertanya mungkin seharusnya dicoba terlebih dahulu di internal kai jangan langsung main perbarui tetapi aplikasi belum bisa maksimal,"['setelah', 'memperbarui', 'aplikasi', 'menjadi', 'sangat', 'lambat', 'di', 'semua', 'fiturnya', 'terutama', 'di', 'fitur', 'tiket', 'saya', 'tiket', 'yang', 'sudah', 'dibeli', 'lama', 'sekali', 'prasmanannya', 'menyebabkan', 'kelamaan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'pemboardan', 'dan', 'fitur', 'kereta', 'untuk', 'membeli', 'tiker', 'antar', 'kota', 'pun', 'demikian', 'begitu', 'lambat', 'pertanya', 'mungkin', 'seharusnya', 'dicoba', 'terlebih', 'dahulu', 'di', 'internal', 'kai', 'jangan', 'langsung', 'main', 'perbarui', 'tetapi', 'aplikasi', 'belum', 'bisa', 'maksimal']"
500,diperbarui malah bisa beli tiket dengan mudah lancar terus ui nya yang diperbaiki juga lebih keren lebih baik dari versi yang lama versi yang baru bagus banget performanya,"['diperbarui', 'malah', 'bisa', 'beli', 'tiket', 'dengan', 'mudah', 'lancar', 'terus', 'ui', 'nya', 'yang', 'diperbaiki', 'juga', 'lebih', 'keren', 'lebih', 'baik', 'dari', 'versi', 'yang', 'lama', 'versi', 'yang', 'baru', 'bagus', 'banget', 'performanya']"
69,tampilan yang sekarang bagus dan mudah sangat nyaman,"['tampilan', 'yang', 'sekarang', 'bagus', 'dan', 'mudah', 'sangat', 'nyaman']"
261,saya beli tiket tetapi kok bayarnya dobel saya isi saldo kai pay ribu harga tiket kereta api lokal saya beli tiket untuk orang saja kok tiba tiba saldo saya tinggal kok pembayaran bisa dobel begitu tolong pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tetapi', 'kok', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'ribu', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orang', 'saja', 'kok', 'tiba', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begitu', 'tolong', 'pihak', 'kai', 'kejelasaannya']"
428,saran untuk para pengurus di kai ini zaman sudah modern segala hal digital sudah serba cepat ini masa saya batal kan tiket pengembalian dananya menunggu hari sekalian saja setahun baru transfer dananya,"['saran', 'untuk', 'para', 'pengurus', 'di', 'kai', 'ini', 'zaman', 'sudah', 'modern', 'segala', 'hal', 'digital', 'sudah', 'serba', 'cepat', 'ini', 'masa', 'saya', 'batal', 'kan', 'tiket', 'pengembalian', 'dananya', 'menunggu', 'hari', 'sekalian', 'saja', 'setahun', 'baru', 'transfer', 'dananya']"
545,kalau dibandingkan kai yang dahulu sama sekarang beda banget dari segi performanya makin lancar dari pesan tiket bayarnya tampilannya menarik juga ditambah fitur fitur terbaru yang bermanfaat banget menurut saya,"['kalau', 'dibandingkan', 'kai', 'yang', 'dahulu', 'sama', 'sekarang', 'beda', 'banget', 'dari', 'segi', 'performanya', 'makin', 'lancar', 'dari', 'pesan', 'tiket', 'bayarnya', 'tampilannya', 'menarik', 'juga', 'ditambah', 'fitur', 'fitur', 'terbaru', 'yang', 'bermanfaat', 'banget', 'menurut', 'saya']"
421,kalau gue enggak butuh sama akses kereta ini malas banget deh pakai aplikasi ini minggu minggu ini memuat terus eror terus mana orang tuh buru buru ini benar benar bikin emosi pas sampai stasiun disuruh ke loket dari loket disuruh ke petugas depan benar menyebalkan banget sampai ketinggalan jadwal kereta dong mana lagi buru buru kalau orang enggak bisa beli diloket ya benarkan dong itu aplikasi jangan mengerugikan waktu orang,"['kalau', 'gue', 'enggak', 'butuh', 'sama', 'akses', 'kereta', 'ini', 'malas', 'banget', 'deh', 'pakai', 'aplikasi', 'ini', 'minggu', 'minggu', 'ini', 'memuat', 'terus', 'eror', 'terus', 'mana', 'orang', 'tuh', 'buru', 'buru', 'ini', 'benar', 'benar', 'bikin', 'emosi', 'pas', 'sampai', 'stasiun', 'disuruh', 'ke', 'loket', 'dari', 'loket', 'disuruh', 'ke', 'petugas', 'depan', 'benar', 'menyebalkan', 'banget', 'sampai', 'ketinggalan', 'jadwal', 'kereta', 'dong', 'mana', 'lagi', 'buru', 'buru', 'kalau', 'orang', 'enggak', 'bisa', 'beli', 'diloket', 'ya', 'benarkan', 'dong', 'itu', 'aplikasi', 'jangan', 'mengerugikan', 'waktu', 'orang']"
231,sudah perbarui ui yang baru tetapi kualitas makin buruk mau lihat jadwal kerlu dari jalur rangkas tanah abang saja enggak bisa,"['sudah', 'perbarui', 'ui', 'yang', 'baru', 'tetapi', 'kualitas', 'makin', 'buruk', 'mau', 'lihat', 'jadwal', 'kerlu', 'dari', 'jalur', 'rangkas', 'tanah', 'abang', 'saja', 'enggak', 'bisa']"
271,pakai aplikasi dahulu setiap mau pesan tiket sering gagal tetapi di aplikasi sekarang selalu berhasil dan lebih cepat juga tidak lambat,"['pakai', 'aplikasi', 'dahulu', 'setiap', 'mau', 'pesan', 'tiket', 'sering', 'gagal', 'tetapi', 'di', 'aplikasi', 'sekarang', 'selalu', 'berhasil', 'dan', 'lebih', 'cepat', 'juga', 'tidak', 'lambat']"
149,saya senang dengan pembaruan aplikasi ini karena di aplikasi kai accesa saat ini saya bisa melakukan perbarui nomor telepon seluler karena di aplikasi sebelumnya tidak bisa dan sering gagal ditambah fitura fitura terbarunya yang sangat membantu penggunanya buat performanya juga makin canggih dan makin cepat,"['saya', 'senang', 'dengan', 'pembaruan', 'aplikasi', 'ini', 'karena', 'di', 'aplikasi', 'kai', 'accesa', 'saat', 'ini', 'saya', 'bisa', 'melakukan', 'perbarui', 'nomor', 'telepon', 'seluler', 'karena', 'di', 'aplikasi', 'sebelumnya', 'tidak', 'bisa', 'dan', 'sering', 'gagal', 'ditambah', 'fitura', 'fitura', 'terbarunya', 'yang', 'sangat', 'membantu', 'penggunanya', 'buat', 'performanya', 'juga', 'makin', 'canggih', 'dan', 'makin', 'cepat']"
124,parah enak versi dahulu dahulu enggak bingung mau lihat tiket yang sudah dipesan di mana sekarang kebanyakan printilan printilan yang enggak guna banget sumpah,"['parah', 'enak', 'versi', 'dahulu', 'dahulu', 'enggak', 'bingung', 'mau', 'lihat', 'tiket', 'yang', 'sudah', 'dipesan', 'di', 'mana', 'sekarang', 'kebanyakan', 'printilan', 'printilan', 'yang', 'enggak', 'guna', 'banget', 'sumpah']"
