,kalimat,kalimat_token
250,izin menyampaikan kendala saat saya melakukan pendaftaran anggota tepatnya setelah mendapatkan kode saya menekan tombol lanjutkan tetapi malah enggak bisa saya pikir masalah sinyal tetapi tetap enggak bisa alhasil saya susah buat beli tiket karena harus daftar anggota terlebih dahulu,"['izin', 'menyampaikan', 'kendala', 'saat', 'saya', 'melakukan', 'pendaftaran', 'anggota', 'tepatnya', 'setelah', 'mendapatkan', 'kode', 'saya', 'menekan', 'tombol', 'lanjutkan', 'tetapi', 'malah', 'enggak', 'bisa', 'saya', 'pikir', 'masalah', 'sinyal', 'tetapi', 'tetap', 'enggak', 'bisa', 'alhasil', 'saya', 'susah', 'buat', 'beli', 'tiket', 'karena', 'harus', 'daftar', 'anggota', 'terlebih', 'dahulu']"
72,pembaruannya bagus bagus banget apalagi tampulannya jadi lebih baru,"['pembaruannya', 'bagus', 'bagus', 'banget', 'apalagi', 'tampulannya', 'jadi', 'lebih', 'baru']"
278,mantap min sudah bisa beli tiket commuter lewat kai acces makin mempermudah pengguna yeay terimakasih,"['mantap', 'min', 'sudah', 'bisa', 'beli', 'tiket', 'commuter', 'lewat', 'kai', 'acces', 'makin', 'mempermudah', 'pengguna', 'yeay', 'terimakasih']"
265,lumayan membantu membeli tiket kereta api tanpa admin huhudy dy lancar juga tidak ada kendala saat melakukan pemesanan perbarui anggotanya kok susah admin obadahal sudah sesuai bagus yang sebelumnya padah akan sebelumnya sudah banyak banget pesan tiketnya,"['lumayan', 'membantu', 'membeli', 'tiket', 'kereta', 'api', 'tanpa', 'admin', 'huhudy', 'dy', 'lancar', 'juga', 'tidak', 'ada', 'kendala', 'saat', 'melakukan', 'pemesanan', 'perbarui', 'anggotanya', 'kok', 'susah', 'admin', 'obadahal', 'sudah', 'sesuai', 'bagus', 'yang', 'sebelumnya', 'padah', 'akan', 'sebelumnya', 'sudah', 'banyak', 'banget', 'pesan', 'tiketnya']"
576,fitur lebih banyak dan tampilan lebih bagus tetapi sayang lambat minta ampun untuk memilih tempat duduk lama sekali pembayaran tinggal menunggu kode pembayaran lama dan akhirnya time out akhirnya jadi enggak dapat tiket padahal ini untuk perjalanan mendadak beda jauh dengan waktu aplikasi yang lama saat set bisa cepat enggak memuat terus,"['fitur', 'lebih', 'banyak', 'dan', 'tampilan', 'lebih', 'bagus', 'tetapi', 'sayang', 'lambat', 'minta', 'ampun', 'untuk', 'memilih', 'tempat', 'duduk', 'lama', 'sekali', 'pembayaran', 'tinggal', 'menunggu', 'kode', 'pembayaran', 'lama', 'dan', 'akhirnya', 'time', 'out', 'akhirnya', 'jadi', 'enggak', 'dapat', 'tiket', 'padahal', 'ini', 'untuk', 'perjalanan', 'mendadak', 'beda', 'jauh', 'dengan', 'waktu', 'aplikasi', 'yang', 'lama', 'saat', 'set', 'bisa', 'cepat', 'enggak', 'memuat', 'terus']"
174,setelah diperbarui malah makin mudah untuk metode pembayaran dapat lewat ovo tautan saja dana,"['setelah', 'diperbarui', 'malah', 'makin', 'mudah', 'untuk', 'metode', 'pembayaran', 'dapat', 'lewat', 'ovo', 'tautan', 'saja', 'dana']"
257,saya beli tiket tetapi kok bayarnya dobel saya isi saldo kai pay ribu harga tiket kereta api lokal saya beli tiket untuk orang saja kok tiba tiba saldo saya tinggal kok pembayaran bisa dobel begitu tolong pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tetapi', 'kok', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'ribu', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orang', 'saja', 'kok', 'tiba', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begitu', 'tolong', 'pihak', 'kai', 'kejelasaannya']"
529,aplikasi lebih ringan dan mudah untuk digunakan juga penambahan fiturnya lengkap,"['aplikasi', 'lebih', 'ringan', 'dan', 'mudah', 'untuk', 'digunakan', 'juga', 'penambahan', 'fiturnya', 'lengkap']"
336,tujuannya apa menampilkan promo tetapi tidak tersedia lebih bagus dan mudah versi sebelumnya,"['tujuannya', 'apa', 'menampilkan', 'promo', 'tetapi', 'tidak', 'tersedia', 'lebih', 'bagus', 'dan', 'mudah', 'versi', 'sebelumnya']"
296,tampilan oke pemesanan cepat langsung dapat,"['tampilan', 'oke', 'pemesanan', 'cepat', 'langsung', 'dapat']"
322,lemot saat masuk menu saat lambat kadang akun sudah keluar lalu saat masuk lagi sudah masuk,"['lemot', 'saat', 'masuk', 'menu', 'saat', 'lambat', 'kadang', 'akun', 'sudah', 'keluar', 'lalu', 'saat', 'masuk', 'lagi', 'sudah', 'masuk']"
6,aplikasinya tidak familier mending yang lama,"['aplikasinya', 'tidak', 'familier', 'mending', 'yang', 'lama']"
104,aplikasi enggak guna kalau enggak bisa mengoperasikan aplikasi mending tidak saja malah ditiadakan tidak aktif,"['aplikasi', 'enggak', 'guna', 'kalau', 'enggak', 'bisa', 'mengoperasikan', 'aplikasi', 'mending', 'tidak', 'saja', 'malah', 'ditiadakan', 'tidak', 'aktif']"
287,dalam proses pemesanan tiket lebih mudah dan tidak memakan waktu memakan waktu lama lebih baik daripada versi yang dahulu,"['dalam', 'proses', 'pemesanan', 'tiket', 'lebih', 'mudah', 'dan', 'tidak', 'memakan', 'waktu', 'memakan', 'waktu', 'lama', 'lebih', 'baik', 'daripada', 'versi', 'yang', 'dahulu']"
549,lancar banget tidak kendala waktu mau pembayaran malah jadi efektif,"['lancar', 'banget', 'tidak', 'kendala', 'waktu', 'mau', 'pembayaran', 'malah', 'jadi', 'efektif']"
442,semenjak pembaruan aplikasi jadi ringan dan lancar banget,"['semenjak', 'pembaruan', 'aplikasi', 'jadi', 'ringan', 'dan', 'lancar', 'banget']"
259,saya beli tiket tetapi kok bayarnya dobel saya isi saldo kai pay ribu harga tiket kereta api lokal saya beli tiket untuk orang saja kok tiba tiba saldo saya tinggal kok pembayaran bisa dobel begitu tolong pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tetapi', 'kok', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'ribu', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orang', 'saja', 'kok', 'tiba', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begitu', 'tolong', 'pihak', 'kai', 'kejelasaannya']"
390,lemot sudah bayar tiket tetapi enggak muncul,"['lemot', 'sudah', 'bayar', 'tiket', 'tetapi', 'enggak', 'muncul']"
220,lemot banget banget setiap mau buka memuatnya lama padahal jaringan sudah bangus terus aplikasinya harus ditingkatkan setiap mau buka harus masukkan otp nya entah lewat surel sms padahal sebelumnya pernah kasih otp,"['lemot', 'banget', 'banget', 'setiap', 'mau', 'buka', 'memuatnya', 'lama', 'padahal', 'jaringan', 'sudah', 'bangus', 'terus', 'aplikasinya', 'harus', 'ditingkatkan', 'setiap', 'mau', 'buka', 'harus', 'masukkan', 'otp', 'nya', 'entah', 'lewat', 'surel', 'sms', 'padahal', 'sebelumnya', 'pernah', 'kasih', 'otp']"
598,setelah saya perbarui lagi aplikasinya sudah lebih lancar pemesanan tiket commuter line sudah tidak eror lagi,"['setelah', 'saya', 'perbarui', 'lagi', 'aplikasinya', 'sudah', 'lebih', 'lancar', 'pemesanan', 'tiket', 'commuter', 'line', 'sudah', 'tidak', 'eror', 'lagi']"
417,kalau gue enggak butuh sama akses kereta ini malas banget deh pakai aplikasi ini minggu minggu ini memuat terus eror terus mana orang tuh buru buru ini benar benar bikin emosi pas sampai stasiun disuruh ke loket dari loket disuruh ke petugas depan benar menyebalkan banget sampai ketinggalan jadwal kereta dong mana lagi buru buru kalau orang enggak bisa beli diloket ya benarkan dong itu aplikasi jangan mengerugikan waktu orang,"['kalau', 'gue', 'enggak', 'butuh', 'sama', 'akses', 'kereta', 'ini', 'malas', 'banget', 'deh', 'pakai', 'aplikasi', 'ini', 'minggu', 'minggu', 'ini', 'memuat', 'terus', 'eror', 'terus', 'mana', 'orang', 'tuh', 'buru', 'buru', 'ini', 'benar', 'benar', 'bikin', 'emosi', 'pas', 'sampai', 'stasiun', 'disuruh', 'ke', 'loket', 'dari', 'loket', 'disuruh', 'ke', 'petugas', 'depan', 'benar', 'menyebalkan', 'banget', 'sampai', 'ketinggalan', 'jadwal', 'kereta', 'dong', 'mana', 'lagi', 'buru', 'buru', 'kalau', 'orang', 'enggak', 'bisa', 'beli', 'diloket', 'ya', 'benarkan', 'dong', 'itu', 'aplikasi', 'jangan', 'mengerugikan', 'waktu', 'orang']"
86,setelah memperbarui malah fitur lama ini aplikasi baru sekali atau memperbarui versi saja kalau memperbarui seharusnya tidak mengganggu fitur yang sudah ada tetapi ini malah merusak fitur lama,"['setelah', 'memperbarui', 'malah', 'fitur', 'lama', 'ini', 'aplikasi', 'baru', 'sekali', 'atau', 'memperbarui', 'versi', 'saja', 'kalau', 'memperbarui', 'seharusnya', 'tidak', 'mengganggu', 'fitur', 'yang', 'sudah', 'ada', 'tetapi', 'ini', 'malah', 'merusak', 'fitur', 'lama']"
362,tampilan baru memang terlihat segar tetapi ya ampun enggak selama ini juga memuatnya dong,"['tampilan', 'baru', 'memang', 'terlihat', 'segar', 'tetapi', 'ya', 'ampun', 'enggak', 'selama', 'ini', 'juga', 'memuatnya', 'dong']"
396,aplikasi sering eror aneh sudah perbarui malah rasanya kayak penurunan kelas sering bisa pembayaran melalui qris sering gagal sudak isi ulang dana tautan saja ovo tetap tidak bisa aneh banget qrisnya sering gagal sampai uang habis cuma buat isi ulang aplikasi tersebut tatapi tidak berguna sama aplikasinya lambat banget badahal sinyal kencang telepon seluler juga spesifikasi lumayan aneh banget deh aplikasinya,"['aplikasi', 'sering', 'eror', 'aneh', 'sudah', 'perbarui', 'malah', 'rasanya', 'kayak', 'penurunan', 'kelas', 'sering', 'bisa', 'pembayaran', 'melalui', 'qris', 'sering', 'gagal', 'sudak', 'isi', 'ulang', 'dana', 'tautan', 'saja', 'ovo', 'tetap', 'tidak', 'bisa', 'aneh', 'banget', 'qrisnya', 'sering', 'gagal', 'sampai', 'uang', 'habis', 'cuma', 'buat', 'isi', 'ulang', 'aplikasi', 'tersebut', 'tatapi', 'tidak', 'berguna', 'sama', 'aplikasinya', 'lambat', 'banget', 'badahal', 'sinyal', 'kencang', 'telepon', 'seluler', 'juga', 'spesifikasi', 'lumayan', 'aneh', 'banget', 'deh', 'aplikasinya']"
248,lambat banget si habis meningkatkan tetapi kualitas malah unduh bolak balik pemesanan tinggal bayar saja lemotnya masyaallah mau apa sih,"['lambat', 'banget', 'si', 'habis', 'meningkatkan', 'tetapi', 'kualitas', 'malah', 'unduh', 'bolak', 'balik', 'pemesanan', 'tinggal', 'bayar', 'saja', 'lemotnya', 'masyaallah', 'mau', 'apa', 'sih']"
184,pembuatan yang baru bagus dan lancar di pembayaran pakai qris nya juga lancar,"['pembuatan', 'yang', 'baru', 'bagus', 'dan', 'lancar', 'di', 'pembayaran', 'pakai', 'qris', 'nya', 'juga', 'lancar']"
290,tampilan oke pemesanan cepat langsung dapat,"['tampilan', 'oke', 'pemesanan', 'cepat', 'langsung', 'dapat']"
