,kalimat,kalimat_norm,kalimat_cf,kalimat_token,kalimat_stopwords,kalimat_stemmed
82,Baru update Log in ny butuh verifikasi sms hp tpi lama bgt kirim otp sms nya Mlh lock akun ny Hadeh Gmn sii,Baru memperbarui masuknya butuh verifikasi SMS telepon seluler tetapi lama banget kirim OTP SMS-nya malah kunci akunnya aduh bagaimana sih,baru memperbarui masuknya butuh verifikasi sms telepon seluler tetapi lama banget kirim otp sms-nya malah kunci akunnya aduh bagaimana sih,"['baru', 'memperbarui', 'masuknya', 'butuh', 'verifikasi', 'sms', 'telepon', 'seluler', 'tetapi', 'lama', 'banget', 'kirim', 'otp', 'sms-nya', 'malah', 'kunci', 'akunnya', 'aduh', 'bagaimana', 'sih']","['memperbarui', 'masuknya', 'butuh', 'verifikasi', 'sms', 'telepon', 'seluler', 'banget', 'kirim', 'otp', 'sms-nya', 'kunci', 'akunnya', 'aduh', 'sih']","['baru', 'masuk', 'butuh', 'verifikasi', 'sms', 'telepon', 'seluler', 'banget', 'kirim', 'otp', 'sms-nya', 'kunci', 'akun', 'aduh', 'sih']"
51,Gak ada fitur filter ganti nama keretanya Mohon di perbaiki lgi Makasih,Enggak ada fitur filter ganti nama keretanya mohon diperbaiki lagi terima kasih,enggak ada fitur filter ganti nama keretanya mohon diperbaiki lagi terima kasih,"['enggak', 'ada', 'fitur', 'filter', 'ganti', 'nama', 'keretanya', 'mohon', 'diperbaiki', 'lagi', 'terima', 'kasih']","['fitur', 'filter', 'ganti', 'nama', 'keretanya', 'mohon', 'diperbaiki', 'terima', 'kasih']","['fitur', 'filter', 'ganti', 'nama', 'kereta', 'mohon', 'baik', 'terima', 'kasih']"
220,Aplikasi Di update malah step by step lemooottttt bangetttttttt yaAllah gimana kalau yg buru waktu pembayaran juga abis sama lemotnyaaaaaaaaa,Aplikasi diperbarui malah langkah selamat tinggal banget ya Allah bagaimana kalau yang buru waktu pembayaran juga habis sama lambatnya,aplikasi diperbarui malah langkah selamat tinggal banget ya allah bagaimana kalau yang buru waktu pembayaran juga habis sama lambatnya,"['aplikasi', 'diperbarui', 'malah', 'langkah', 'selamat', 'tinggal', 'banget', 'ya', 'allah', 'bagaimana', 'kalau', 'yang', 'buru', 'waktu', 'pembayaran', 'juga', 'habis', 'sama', 'lambatnya']","['aplikasi', 'diperbarui', 'langkah', 'selamat', 'tinggal', 'banget', 'ya', 'allah', 'buru', 'pembayaran', 'habis', 'lambatnya']","['aplikasi', 'baru', 'langkah', 'selamat', 'tinggal', 'banget', 'ya', 'allah', 'buru', 'bayar', 'habis', 'lambat']"
558,Cari tiket nya jadi sedikit menyusahkan harus drop down dulu kurang jelas tiket mana yg available lebih jelas tampilan di versi sblm nya dan jadi tidak bisa sorting tiket yg available menurut harga dsb Yg tersorting hanya judul besar tiket saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya menurut saya itu sudah sangat jelas,Cari tiketnya jadi sedikit menyusahkan harus turun gangguan dahulu kurang jelas tiket mana yang nilai lebih jelas tampilan di versi sebelumnya dan jadi tidak bisa menyesal tiket yang tersedia menurut harga dsb. yang tersorting hanya judul besar tiket sarannya mungkin dikembalikan saja tampilan tiketnya seperti versi sebelumnya menurut saya itu sudah sangat jelas,cari tiketnya jadi sedikit menyusahkan harus turun gangguan dahulu kurang jelas tiket mana yang nilai lebih jelas tampilan di versi sebelumnya dan jadi tidak bisa menyesal tiket yang tersedia menurut harga dsb. yang tersorting hanya judul besar tiket sarannya mungkin dikembalikan saja tampilan tiketnya seperti versi sebelumnya menurut saya itu sudah sangat jelas,"['cari', 'tiketnya', 'jadi', 'sedikit', 'menyusahkan', 'harus', 'turun', 'gangguan', 'dahulu', 'kurang', 'jelas', 'tiket', 'mana', 'yang', 'nilai', 'lebih', 'jelas', 'tampilan', 'di', 'versi', 'sebelumnya', 'dan', 'jadi', 'tidak', 'bisa', 'menyesal', 'tiket', 'yang', 'tersedia', 'menurut', 'harga', 'dsb', '.', 'yang', 'tersorting', 'hanya', 'judul', 'besar', 'tiket', 'sarannya', 'mungkin', 'dikembalikan', 'saja', 'tampilan', 'tiketnya', 'seperti', 'versi', 'sebelumnya', 'menurut', 'saya', 'itu', 'sudah', 'sangat', 'jelas']","['cari', 'tiketnya', 'menyusahkan', 'turun', 'gangguan', 'tiket', 'nilai', 'tampilan', 'versi', 'menyesal', 'tiket', 'tersedia', 'harga', 'dsb', '.', 'tersorting', 'judul', 'tiket', 'sarannya', 'dikembalikan', 'tampilan', 'tiketnya', 'versi']","['cari', 'tiket', 'susah', 'turun', 'ganggu', 'tiket', 'nilai', 'tampil', 'versi', 'sesal', 'tiket', 'sedia', 'harga', 'dsb', '', 'tersorting', 'judul', 'tiket', 'saran', 'kembali', 'tampil', 'tiket', 'versi']"
451,Hadehh lelet betul ini aplikasi,Aduh lelet betul ini aplikasi,aduh lelet betul ini aplikasi,"['aduh', 'lelet', 'betul', 'ini', 'aplikasi']","['aduh', 'lelet', 'aplikasi']","['aduh', 'lelet', 'aplikasi']"
302,Kenapa si ini setelah Update kok malah makin lemot saat masuk ke apk nya jga lemot yg mau bli tiket atau mau bepergian naik Kereta jdi terhambat apalagi yg mau pergi kerja Tolong di perbaiki lgi,Kenapa sih ini setelah pembaruan kok malah makin lambat saat masuk ke aplikasinya juga lambat yang mau beli tiket atau mau berpergian naik kereta jadi terhambat apalagi yang mau pergi kerja tolong diperbaiki lagi,kenapa sih ini setelah pembaruan kok malah makin lambat saat masuk ke aplikasinya juga lambat yang mau beli tiket atau mau berpergian naik kereta jadi terhambat apalagi yang mau pergi kerja tolong diperbaiki lagi,"['kenapa', 'sih', 'ini', 'setelah', 'pembaruan', 'kok', 'malah', 'makin', 'lambat', 'saat', 'masuk', 'ke', 'aplikasinya', 'juga', 'lambat', 'yang', 'mau', 'beli', 'tiket', 'atau', 'mau', 'berpergian', 'naik', 'kereta', 'jadi', 'terhambat', 'apalagi', 'yang', 'mau', 'pergi', 'kerja', 'tolong', 'diperbaiki', 'lagi']","['sih', 'pembaruan', 'lambat', 'masuk', 'aplikasinya', 'lambat', 'beli', 'tiket', 'berpergian', 'kereta', 'terhambat', 'pergi', 'kerja', 'tolong', 'diperbaiki']","['sih', 'baru', 'lambat', 'masuk', 'aplikasi', 'lambat', 'beli', 'tiket', 'pergi', 'kereta', 'hambat', 'pergi', 'kerja', 'tolong', 'baik']"
551,Kalo bisa milih mau tak ganti ke tampilan sebelumnya ini malah tiba otomatis ke upgrade sendiri ketika mau pesen tiketpun gak bisa atau emang loading sih,Kalau bisa memilih mau tak ganti ke tampilan sebelumnya ini malah tiba otomatis ke ditingkatkan sendiri ketika mau pesan tiket pun enggak bisa atau memang memuat sih,kalau bisa memilih mau tak ganti ke tampilan sebelumnya ini malah tiba otomatis ke ditingkatkan sendiri ketika mau pesan tiket pun enggak bisa atau memang memuat sih,"['kalau', 'bisa', 'memilih', 'mau', 'tak', 'ganti', 'ke', 'tampilan', 'sebelumnya', 'ini', 'malah', 'tiba', 'otomatis', 'ke', 'ditingkatkan', 'sendiri', 'ketika', 'mau', 'pesan', 'tiket', 'pun', 'enggak', 'bisa', 'atau', 'memang', 'memuat', 'sih']","['memilih', 'ganti', 'tampilan', 'otomatis', 'ditingkatkan', 'pesan', 'tiket', 'memuat', 'sih']","['pilih', 'ganti', 'tampil', 'otomatis', 'tingkat', 'pesan', 'tiket', 'muat', 'sih']"
215,Updetan versi terbaru bukanya makin bagus malah jadi buruk Lemot banget bukan mempermudah malah mempersulit Serasa downgrade ke versi lama,Pembaruan versi terbaru bukannya makin bagus malah jadi buruk lambat banget bukan mempermudah malah mempersulit Serasa penurunan ke versi lama,pembaruan versi terbaru bukannya makin bagus malah jadi buruk lambat banget bukan mempermudah malah mempersulit serasa penurunan ke versi lama,"['pembaruan', 'versi', 'terbaru', 'bukannya', 'makin', 'bagus', 'malah', 'jadi', 'buruk', 'lambat', 'banget', 'bukan', 'mempermudah', 'malah', 'mempersulit', 'serasa', 'penurunan', 'ke', 'versi', 'lama']","['pembaruan', 'versi', 'terbaru', 'bagus', 'buruk', 'lambat', 'banget', 'mempermudah', 'mempersulit', 'serasa', 'penurunan', 'versi']","['baru', 'versi', 'baru', 'bagus', 'buruk', 'lambat', 'banget', 'mudah', 'sulit', 'serasa', 'turun', 'versi']"
235,perbaikin apknya buruk sekali masa mau pesan ka lokal tidak bisa terus,perbaiki aplikasinya buruk sekali masa mau pesan Kak lokal tidak bisa terus,perbaiki aplikasinya buruk sekali masa mau pesan kak lokal tidak bisa terus,"['perbaiki', 'aplikasinya', 'buruk', 'sekali', 'masa', 'mau', 'pesan', 'kak', 'lokal', 'tidak', 'bisa', 'terus']","['perbaiki', 'aplikasinya', 'buruk', 'pesan', 'kak', 'lokal']","['baik', 'aplikasi', 'buruk', 'pesan', 'kak', 'lokal']"
18,Hallo menurut saya penggunaan aplikasi kai acces terbaru ini kurang memuaskan karna system yang kurang responsif membuat saya melakukan double payment melalui kai pay dengan tiket yang sama padahal niat awal hanya ingin merefresh saja Tolong dibenahi supaya tidak ada consumen yang mengalami hal kurang menyenangkan seperti saya terima kasih,Halo menurut saya penggunaan aplikasi KAI Acces terbaru ini kurang memuaskan karena sistem yang kurang responsif membuat saya melakukan pembayaran melalui Kai pay dengan tiket yang sama padahal niat awal hanya ingin mengeresh saja tolong dibenahi supaya tidak ada konsumen yang mengalami hal kurang menyenangkan seperti saya terima kasih,halo menurut saya penggunaan aplikasi kai acces terbaru ini kurang memuaskan karena sistem yang kurang responsif membuat saya melakukan pembayaran melalui kai pay dengan tiket yang sama padahal niat awal hanya ingin mengeresh saja tolong dibenahi supaya tidak ada konsumen yang mengalami hal kurang menyenangkan seperti saya terima kasih,"['halo', 'menurut', 'saya', 'penggunaan', 'aplikasi', 'kai', 'acces', 'terbaru', 'ini', 'kurang', 'memuaskan', 'karena', 'sistem', 'yang', 'kurang', 'responsif', 'membuat', 'saya', 'melakukan', 'pembayaran', 'melalui', 'kai', 'pay', 'dengan', 'tiket', 'yang', 'sama', 'padahal', 'niat', 'awal', 'hanya', 'ingin', 'mengeresh', 'saja', 'tolong', 'dibenahi', 'supaya', 'tidak', 'ada', 'konsumen', 'yang', 'mengalami', 'hal', 'kurang', 'menyenangkan', 'seperti', 'saya', 'terima', 'kasih']","['halo', 'penggunaan', 'aplikasi', 'kai', 'acces', 'terbaru', 'memuaskan', 'sistem', 'responsif', 'pembayaran', 'kai', 'pay', 'tiket', 'niat', 'mengeresh', 'tolong', 'dibenahi', 'konsumen', 'mengalami', 'menyenangkan', 'terima', 'kasih']","['halo', 'guna', 'aplikasi', 'kai', 'acces', 'baru', 'muas', 'sistem', 'responsif', 'bayar', 'kai', 'pay', 'tiket', 'niat', 'mengeresh', 'tolong', 'benah', 'konsumen', 'alami', 'senang', 'terima', 'kasih']"
250,Mudah dan gag ribet gag perlu antri dan nunggu loket bukak cuma sayang sudah gag dapat kursi,Mudah dan enggak ribet enggak perlu antre dan menunggu loket buka cuma sayang sudah enggak dapat kursi,mudah dan enggak ribet enggak perlu antre dan menunggu loket buka cuma sayang sudah enggak dapat kursi,"['mudah', 'dan', 'enggak', 'ribet', 'enggak', 'perlu', 'antre', 'dan', 'menunggu', 'loket', 'buka', 'cuma', 'sayang', 'sudah', 'enggak', 'dapat', 'kursi']","['mudah', 'ribet', 'antre', 'menunggu', 'loket', 'buka', 'sayang', 'kursi']","['mudah', 'ribet', 'antre', 'tunggu', 'loket', 'buka', 'sayang', 'kursi']"
260,Dah update ga bisa di buka nge leg,Sudah perbarui enggak bisa dibuka ke leg,sudah perbarui enggak bisa dibuka ke leg,"['sudah', 'perbarui', 'enggak', 'bisa', 'dibuka', 'ke', 'leg']","['perbarui', 'dibuka', 'leg']","['baru', 'buka', 'leg']"
429,Baru di upgred bukanya lancar malah gak jelas bru login kluar eh buka aplikasi suruh login lagi kan aneh sudah login suruh login lagi masak buka aplikasi posisi data nyala tetep di tulisan acces kai trs baru data off bisa masuk ke HOME nya kan aneh gitu ngebug juga lemott,Baru ditingkatkan bukanya lancar malah enggak jelas baru masuk keluar eh buka aplikasi suruh masuk lagi kan aneh sudah masuk suruh masuk lagi masa buka aplikasi posisi data menyala tetap di tulisan Acces Kai terus baru data mati bisa masuk ke Home-nya kan aneh begitu mengebug juga lambat,baru ditingkatkan bukanya lancar malah enggak jelas baru masuk keluar eh buka aplikasi suruh masuk lagi kan aneh sudah masuk suruh masuk lagi masa buka aplikasi posisi data menyala tetap di tulisan acces kai terus baru data mati bisa masuk ke home-nya kan aneh begitu mengebug juga lambat,"['baru', 'ditingkatkan', 'bukanya', 'lancar', 'malah', 'enggak', 'jelas', 'baru', 'masuk', 'keluar', 'eh', 'buka', 'aplikasi', 'suruh', 'masuk', 'lagi', 'kan', 'aneh', 'sudah', 'masuk', 'suruh', 'masuk', 'lagi', 'masa', 'buka', 'aplikasi', 'posisi', 'data', 'menyala', 'tetap', 'di', 'tulisan', 'acces', 'kai', 'terus', 'baru', 'data', 'mati', 'bisa', 'masuk', 'ke', 'home-nya', 'kan', 'aneh', 'begitu', 'mengebug', 'juga', 'lambat']","['ditingkatkan', 'bukanya', 'lancar', 'masuk', 'eh', 'buka', 'aplikasi', 'suruh', 'masuk', 'aneh', 'masuk', 'suruh', 'masuk', 'buka', 'aplikasi', 'posisi', 'data', 'menyala', 'tulisan', 'acces', 'kai', 'data', 'mati', 'masuk', 'home-nya', 'aneh', 'mengebug', 'lambat']","['tingkat', 'buka', 'lancar', 'masuk', 'eh', 'buka', 'aplikasi', 'suruh', 'masuk', 'aneh', 'masuk', 'suruh', 'masuk', 'buka', 'aplikasi', 'posisi', 'data', 'nyala', 'tulis', 'acces', 'kai', 'data', 'mati', 'masuk', 'home-nya', 'aneh', 'mengebug', 'lambat']"
264,Jadi sulit dalam login dan ga prnah muncul tampilan pemesanan tiket,Jadi sulit dalam masuk dan enggak pernah muncul tampilan pemesanan tiket,jadi sulit dalam masuk dan enggak pernah muncul tampilan pemesanan tiket,"['jadi', 'sulit', 'dalam', 'masuk', 'dan', 'enggak', 'pernah', 'muncul', 'tampilan', 'pemesanan', 'tiket']","['sulit', 'masuk', 'muncul', 'tampilan', 'pemesanan', 'tiket']","['sulit', 'masuk', 'muncul', 'tampil', 'mesan', 'tiket']"
61,Di samsung pro tidak bisa slide untuk lihat jadwal dan pesan tempat duduk kereta yang akan di pesan Tolong di bantu untuk bisa di akses dengan HP layar bawah,Di Samsung pro tidak bisa slide untuk lihat jadwal dan pesan tempat duduk kereta yang akan dipesan tolong dibantu untuk bisa diakses dengan telepon seluler layar bawah,di samsung pro tidak bisa slide untuk lihat jadwal dan pesan tempat duduk kereta yang akan dipesan tolong dibantu untuk bisa diakses dengan telepon seluler layar bawah,"['di', 'samsung', 'pro', 'tidak', 'bisa', 'slide', 'untuk', 'lihat', 'jadwal', 'dan', 'pesan', 'tempat', 'duduk', 'kereta', 'yang', 'akan', 'dipesan', 'tolong', 'dibantu', 'untuk', 'bisa', 'diakses', 'dengan', 'telepon', 'seluler', 'layar', 'bawah']","['samsung', 'pro', 'slide', 'lihat', 'jadwal', 'pesan', 'duduk', 'kereta', 'dipesan', 'tolong', 'dibantu', 'diakses', 'telepon', 'seluler', 'layar']","['samsung', 'pro', 'slide', 'lihat', 'jadwal', 'pesan', 'duduk', 'kereta', 'pes', 'tolong', 'bantu', 'akses', 'telepon', 'seluler', 'layar']"
213,Ini setelah di upgrate mlh gak bisa login mulu masih sma sudah dicoba beberpa kali login kai acces tidak menanggapi,Ini setelah ditingkatkan malah enggak bisa masuk melulu masih sama sudah dicoba beberapa kali masuk Kai Acces tidak menanggapi,ini setelah ditingkatkan malah enggak bisa masuk melulu masih sama sudah dicoba beberapa kali masuk kai acces tidak menanggapi,"['ini', 'setelah', 'ditingkatkan', 'malah', 'enggak', 'bisa', 'masuk', 'melulu', 'masih', 'sama', 'sudah', 'dicoba', 'beberapa', 'kali', 'masuk', 'kai', 'acces', 'tidak', 'menanggapi']","['ditingkatkan', 'masuk', 'melulu', 'dicoba', 'kali', 'masuk', 'kai', 'acces', 'menanggapi']","['tingkat', 'masuk', 'melulu', 'coba', 'kali', 'masuk', 'kai', 'acces', 'tanggap']"
547,Mohon maaf saya tidak tertarik dengan tampilan barunya Hanya secara visual saja terlihat fresh namun secara experience lebih rumit ruwet dan lemot Mohon kembalikan pada versi sebelumnya berkaca seperti BCA yang tidak memperbarui karena sudah dirasa nyaman KAI Access juga harusnya seperti itu Seriusan salah satunya dari pilih kereta untuk apa ada dropdown trus milih kursi harus scroll ke bawah ga nyaman Versi sebelumnya lebih simpel but gold Coba lah evaluasi kembali,Mohon maaf saya tidak tertarik dengan tampilan barunya hanya secara visual saja terlihat segar namun secara experience lebih rumit ruwet dan lambat mohon kembalikan pada versi sebelumnya berkaca seperti BCA yang tidak memperbarui karena sudah dirasa nyaman KAI Access juga harusnya seperti itu serius salah satunya dari pilih kereta untuk apa ada penurunan terus memilih kursi harus gulir ke bawah enggak nyaman versi sebelumnya lebih simpel tetapi Gold cobalah evaluasi kembali,mohon maaf saya tidak tertarik dengan tampilan barunya hanya secara visual saja terlihat segar namun secara experience lebih rumit ruwet dan lambat mohon kembalikan pada versi sebelumnya berkaca seperti bca yang tidak memperbarui karena sudah dirasa nyaman kai access juga harusnya seperti itu serius salah satunya dari pilih kereta untuk apa ada penurunan terus memilih kursi harus gulir ke bawah enggak nyaman versi sebelumnya lebih simpel tetapi gold cobalah evaluasi kembali,"['mohon', 'maaf', 'saya', 'tidak', 'tertarik', 'dengan', 'tampilan', 'barunya', 'hanya', 'secara', 'visual', 'saja', 'terlihat', 'segar', 'namun', 'secara', 'experience', 'lebih', 'rumit', 'ruwet', 'dan', 'lambat', 'mohon', 'kembalikan', 'pada', 'versi', 'sebelumnya', 'berkaca', 'seperti', 'bca', 'yang', 'tidak', 'memperbarui', 'karena', 'sudah', 'dirasa', 'nyaman', 'kai', 'access', 'juga', 'harusnya', 'seperti', 'itu', 'serius', 'salah', 'satunya', 'dari', 'pilih', 'kereta', 'untuk', 'apa', 'ada', 'penurunan', 'terus', 'memilih', 'kursi', 'harus', 'gulir', 'ke', 'bawah', 'enggak', 'nyaman', 'versi', 'sebelumnya', 'lebih', 'simpel', 'tetapi', 'gold', 'cobalah', 'evaluasi', 'kembali']","['mohon', 'maaf', 'tertarik', 'tampilan', 'barunya', 'visual', 'segar', 'experience', 'rumit', 'ruwet', 'lambat', 'mohon', 'kembalikan', 'versi', 'berkaca', 'bca', 'memperbarui', 'dirasa', 'nyaman', 'kai', 'access', 'serius', 'salah', 'satunya', 'pilih', 'kereta', 'penurunan', 'memilih', 'kursi', 'gulir', 'nyaman', 'versi', 'simpel', 'gold', 'cobalah', 'evaluasi']","['mohon', 'maaf', 'tarik', 'tampil', 'baru', 'visual', 'segar', 'experience', 'rumit', 'ruwet', 'lambat', 'mohon', 'kembali', 'versi', 'kaca', 'bca', 'baru', 'rasa', 'nyaman', 'kai', 'access', 'serius', 'salah', 'satu', 'pilih', 'kereta', 'turun', 'pilih', 'kursi', 'gulir', 'nyaman', 'versi', 'simpel', 'gold', 'coba', 'evaluasi']"
29,Kalau tiket abis ga usah di tampilin lagi listnya jadi bingung nge tap satu persatu karena yang habis tetap ada di list,Kalau tiket habis enggak usah ditampilkan lagi daftarnya jadi bingung mengentap satu per satu per satu karena yang habis tetap ada di daftar,kalau tiket habis enggak usah ditampilkan lagi daftarnya jadi bingung mengentap satu per satu per satu karena yang habis tetap ada di daftar,"['kalau', 'tiket', 'habis', 'enggak', 'usah', 'ditampilkan', 'lagi', 'daftarnya', 'jadi', 'bingung', 'mengentap', 'satu', 'per', 'satu', 'per', 'satu', 'karena', 'yang', 'habis', 'tetap', 'ada', 'di', 'daftar']","['tiket', 'habis', 'ditampilkan', 'daftarnya', 'bingung', 'mengentap', 'habis', 'daftar']","['tiket', 'habis', 'tampil', 'daftar', 'bingung', 'mengentap', 'habis', 'daftar']"
182,Diupdate bukannya makin baik malah makin lemottt udah gitu tiap buka disuruh login terus tuh konsepnya gimana sii Mana loginnya ga jelas LEMOTT PARAHHH HUU PERBAIKI DONG TOLONG,Diperbarui bukannya makin baik malah makin lambat sudah begitu tiap buka disuruh masuk terus tuh konsepnya bagaimana sih mana masuknya enggak jelas lambat parah huh perbaiki dong tolong,diperbarui bukannya makin baik malah makin lambat sudah begitu tiap buka disuruh masuk terus tuh konsepnya bagaimana sih mana masuknya enggak jelas lambat parah huh perbaiki dong tolong,"['diperbarui', 'bukannya', 'makin', 'baik', 'malah', 'makin', 'lambat', 'sudah', 'begitu', 'tiap', 'buka', 'disuruh', 'masuk', 'terus', 'tuh', 'konsepnya', 'bagaimana', 'sih', 'mana', 'masuknya', 'enggak', 'jelas', 'lambat', 'parah', 'huh', 'perbaiki', 'dong', 'tolong']","['diperbarui', 'lambat', 'buka', 'disuruh', 'masuk', 'tuh', 'konsepnya', 'sih', 'masuknya', 'lambat', 'parah', 'huh', 'perbaiki', 'tolong']","['baru', 'lambat', 'buka', 'suruh', 'masuk', 'tuh', 'konsep', 'sih', 'masuk', 'lambat', 'parah', 'huh', 'baik', 'tolong']"
306,Penggunaan jadi lebih mudah dan ringan,Penggunaan jadi lebih mudah dan ringan,penggunaan jadi lebih mudah dan ringan,"['penggunaan', 'jadi', 'lebih', 'mudah', 'dan', 'ringan']","['penggunaan', 'mudah', 'ringan']","['guna', 'mudah', 'ringan']"
633,Kenapa setelah pembaruan malah gak bisa beli tiket Padahal udah planing perjalanan Saat pesan tiket malah keluar dengan keterangan waktu pesan anda habis Tolong diperbaiki atau diberi opsi bisa pesan tiket kereta lokal lewat web,Kenapa setelah pembaruan malah enggak bisa beli tiket padahal sudah planing perjalanan saat pesan tiket malah keluar dengan keterangan waktu pesan Anda habis tolong diperbaiki atau diberi opsi bisa pesan tiket kereta lokal lewat web,kenapa setelah pembaruan malah enggak bisa beli tiket padahal sudah planing perjalanan saat pesan tiket malah keluar dengan keterangan waktu pesan anda habis tolong diperbaiki atau diberi opsi bisa pesan tiket kereta lokal lewat web,"['kenapa', 'setelah', 'pembaruan', 'malah', 'enggak', 'bisa', 'beli', 'tiket', 'padahal', 'sudah', 'planing', 'perjalanan', 'saat', 'pesan', 'tiket', 'malah', 'keluar', 'dengan', 'keterangan', 'waktu', 'pesan', 'anda', 'habis', 'tolong', 'diperbaiki', 'atau', 'diberi', 'opsi', 'bisa', 'pesan', 'tiket', 'kereta', 'lokal', 'lewat', 'web']","['pembaruan', 'beli', 'tiket', 'planing', 'perjalanan', 'pesan', 'tiket', 'keterangan', 'pesan', 'habis', 'tolong', 'diperbaiki', 'opsi', 'pesan', 'tiket', 'kereta', 'lokal', 'web']","['baru', 'beli', 'tiket', 'planing', 'jalan', 'pesan', 'tiket', 'terang', 'pesan', 'habis', 'tolong', 'baik', 'opsi', 'pesan', 'tiket', 'kereta', 'lokal', 'web']"
329,Mudah lancar pembayarannya yg tdk punya atm bisa melalui indomart alfamart mantap,Mudah lancar pembayarannya yang tidak punya ATM bisa melalui Indomaret Alfamart mantap,mudah lancar pembayarannya yang tidak punya atm bisa melalui indomaret alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yang', 'tidak', 'punya', 'atm', 'bisa', 'melalui', 'indomaret', 'alfamart', 'mantap']","['mudah', 'lancar', 'pembayarannya', 'atm', 'indomaret', 'alfamart', 'mantap']","['mudah', 'lancar', 'bayar', 'atm', 'indomaret', 'alfamart', 'mantap']"
436,Aplikasi nya lemot request timeout terussss,Aplikasinya lemot meminta timeout terus,aplikasinya lemot meminta timeout terus,"['aplikasinya', 'lemot', 'meminta', 'timeout', 'terus']","['aplikasinya', 'lemot', 'timeout']","['aplikasi', 'lot', 'timeout']"
296,TAMBAH LEMOT,Tambah lemot,tambah lemot,"['tambah', 'lemot']",['lemot'],['lot']
585,Bagus tampilan awal lebih mudah,Bagus tampilan awal lebih mudah,bagus tampilan awal lebih mudah,"['bagus', 'tampilan', 'awal', 'lebih', 'mudah']","['bagus', 'tampilan', 'mudah']","['bagus', 'tampil', 'mudah']"
342,Lemotnya minta ampun Bagaimana mau melayani publik kalo gini tolong diperbaikilah segalanya Mkasih,lambatnya minta ampun bagaimana mau melayani publik kalau begini tolong diperbaikilah segalanya terima kasih,lambatnya minta ampun bagaimana mau melayani publik kalau begini tolong diperbaikilah segalanya terima kasih,"['lambatnya', 'minta', 'ampun', 'bagaimana', 'mau', 'melayani', 'publik', 'kalau', 'begini', 'tolong', 'diperbaikilah', 'segalanya', 'terima', 'kasih']","['lambatnya', 'ampun', 'melayani', 'publik', 'tolong', 'diperbaikilah', 'terima', 'kasih']","['lambat', 'ampun', 'layan', 'publik', 'tolong', 'baik', 'terima', 'kasih']"
598,Aplikasinya sdh bagus hanya saja saat pilih kursi tdk akses pakai pembaca layar talk back buat tuna netra Kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya,Aplikasinya sudah bagus hanya saja saat pilih kursi tidak akses pakai pembaca layar balik back buat tuna netra Kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya,aplikasinya sudah bagus hanya saja saat pilih kursi tidak akses pakai pembaca layar balik back buat tuna netra kala pilih kursi masih bagus aplikasi lama tampilan pilih kursi tersedia atau terisinya,"['aplikasinya', 'sudah', 'bagus', 'hanya', 'saja', 'saat', 'pilih', 'kursi', 'tidak', 'akses', 'pakai', 'pembaca', 'layar', 'balik', 'back', 'buat', 'tuna', 'netra', 'kala', 'pilih', 'kursi', 'masih', 'bagus', 'aplikasi', 'lama', 'tampilan', 'pilih', 'kursi', 'tersedia', 'atau', 'terisinya']","['aplikasinya', 'bagus', 'pilih', 'kursi', 'akses', 'pakai', 'pembaca', 'layar', 'back', 'tuna', 'netra', 'pilih', 'kursi', 'bagus', 'aplikasi', 'tampilan', 'pilih', 'kursi', 'tersedia', 'terisinya']","['aplikasi', 'bagus', 'pilih', 'kursi', 'akses', 'pakai', 'baca', 'layar', 'back', 'tuna', 'netra', 'pilih', 'kursi', 'bagus', 'aplikasi', 'tampil', 'pilih', 'kursi', 'sedia', 'isi']"
408,Setelah update palah makin buruk Apk berat lemot harus login tiap kali buka apk,Setelah memperbarui palah makin buruk aplikasi berat lambat harus masuk tiap kali buka aplikasi,setelah memperbarui palah makin buruk aplikasi berat lambat harus masuk tiap kali buka aplikasi,"['setelah', 'memperbarui', 'palah', 'makin', 'buruk', 'aplikasi', 'berat', 'lambat', 'harus', 'masuk', 'tiap', 'kali', 'buka', 'aplikasi']","['memperbarui', 'palah', 'buruk', 'aplikasi', 'berat', 'lambat', 'masuk', 'kali', 'buka', 'aplikasi']","['baru', 'palah', 'buruk', 'aplikasi', 'berat', 'lambat', 'masuk', 'kali', 'buka', 'aplikasi']"
326,Login aja susah bgt apalagi mau beli tiket ko apk nya stlah update ga berjalan dgn baik,Masuk saja susah banget apalagi mau beli tiket kok aplikasinya setelah perbarui enggak berjalan dengan baik,masuk saja susah banget apalagi mau beli tiket kok aplikasinya setelah perbarui enggak berjalan dengan baik,"['masuk', 'saja', 'susah', 'banget', 'apalagi', 'mau', 'beli', 'tiket', 'kok', 'aplikasinya', 'setelah', 'perbarui', 'enggak', 'berjalan', 'dengan', 'baik']","['masuk', 'susah', 'banget', 'beli', 'tiket', 'aplikasinya', 'perbarui', 'berjalan']","['masuk', 'susah', 'banget', 'beli', 'tiket', 'aplikasi', 'baru', 'jalan']"
