,kalimat,kalimat_norm,kalimat_cf,kalimat_token,kalimat_stopwords,kalimat_stemmed
493,Udah satu jam lebih beli tiket tapi muter trus loding Kalo loding pembayaran nya jangan kasih waktu ulang lagi ulang lagi waktu kadaluarsa karena loding,Sudah satu jam lebih beli tiket tetapi berputar terus memuat kalau memuat pembayarannya jangan kasih waktu ulang lagi ulang lagi waktu kedaluwarsa karena memuat,sudah satu jam lebih beli tiket tetapi berputar terus memuat kalau memuat pembayarannya jangan kasih waktu ulang lagi ulang lagi waktu kedaluwarsa karena memuat,"['sudah', 'satu', 'jam', 'lebih', 'beli', 'tiket', 'tetapi', 'berputar', 'terus', 'memuat', 'kalau', 'memuat', 'pembayarannya', 'jangan', 'kasih', 'waktu', 'ulang', 'lagi', 'ulang', 'lagi', 'waktu', 'kedaluwarsa', 'karena', 'memuat']","['jam', 'beli', 'tiket', 'berputar', 'memuat', 'memuat', 'pembayarannya', 'kasih', 'ulang', 'ulang', 'kedaluwarsa', 'memuat']","['jam', 'beli', 'tiket', 'putar', 'muat', 'muat', 'bayar', 'kasih', 'ulang', 'ulang', 'kedaluwarsa', 'muat']"
670,Beli tiket KRL jangan cuma pakai KAI Pay dong lebih baik pakai QRIS yang bisa semua bank jadi nggak perlu top up ewallet baru lagi,Beli tiket KRL jangan cuma pakai KAI Pay dong lebih baik pakai QRIS yang bisa semua bank jadi enggak perlu isi ulang wallet baru lagi,beli tiket krl jangan cuma pakai kai pay dong lebih baik pakai qris yang bisa semua bank jadi enggak perlu isi ulang wallet baru lagi,"['beli', 'tiket', 'krl', 'jangan', 'cuma', 'pakai', 'kai', 'pay', 'dong', 'lebih', 'baik', 'pakai', 'qris', 'yang', 'bisa', 'semua', 'bank', 'jadi', 'enggak', 'perlu', 'isi', 'ulang', 'wallet', 'baru', 'lagi']","['beli', 'tiket', 'krl', 'pakai', 'kai', 'pay', 'pakai', 'qris', 'bank', 'isi', 'ulang', 'wallet']","['beli', 'tiket', 'krl', 'pakai', 'kai', 'pay', 'pakai', 'qris', 'bank', 'isi', 'ulang', 'wallet']"
79,Baru buka apk aja kok udh lemot ya Padhal udh di upgrade,Baru buka aplikasi saja kok sudah lambat ya padahal sudah ditingkatkan,baru buka aplikasi saja kok sudah lambat ya padahal sudah ditingkatkan,"['baru', 'buka', 'aplikasi', 'saja', 'kok', 'sudah', 'lambat', 'ya', 'padahal', 'sudah', 'ditingkatkan']","['buka', 'aplikasi', 'lambat', 'ya', 'ditingkatkan']","['buka', 'aplikasi', 'lambat', 'ya', 'tingkat']"
23,Semakin susah gak bs di pesan gak bisa di klik masih bagus yg versi lama,Makin susah enggak bisa dipesan enggak bisa diklik masih bagus yang versi lama,makin susah enggak bisa dipesan enggak bisa diklik masih bagus yang versi lama,"['makin', 'susah', 'enggak', 'bisa', 'dipesan', 'enggak', 'bisa', 'diklik', 'masih', 'bagus', 'yang', 'versi', 'lama']","['susah', 'dipesan', 'diklik', 'bagus', 'versi']","['susah', 'pes', 'klik', 'bagus', 'versi']"
15,Setelah berubah aplikasinya untuk cek tiket saja membutuhkan proses loading lama,Setelah berubah aplikasinya untuk cek tiket saja membutuhkan proses memuat lama,setelah berubah aplikasinya untuk cek tiket saja membutuhkan proses memuat lama,"['setelah', 'berubah', 'aplikasinya', 'untuk', 'cek', 'tiket', 'saja', 'membutuhkan', 'proses', 'memuat', 'lama']","['berubah', 'aplikasinya', 'cek', 'tiket', 'membutuhkan', 'proses', 'memuat']","['ubah', 'aplikasi', 'cek', 'tiket', 'butuh', 'proses', 'muat']"
380,KAI gausah bikin aplikasi klo merugikan anj,KAI enggak usah bikin aplikasi kalau merugikan anjing,kai enggak usah bikin aplikasi kalau merugikan anjing,"['kai', 'enggak', 'usah', 'bikin', 'aplikasi', 'kalau', 'merugikan', 'anjing']","['kai', 'bikin', 'aplikasi', 'merugikan', 'anjing']","['kai', 'bikin', 'aplikasi', 'rugi', 'anjing']"
292,Setelah diperbaharui semakin lemot susah buat buka apkny padahal sinyal bagus mau ngecek tiket jadi susah semoga bisa diperbaiki lagi sehingga dpt memudahkan penumpang dalam menggunakan apk kai,Setelah diperbaharui makin lambat susah buat buka aplikasinya padahal sinyal bagus mau mengecek tiket jadi susah semoga bisa diperbaiki lagi sehingga dapat memudahkan penumpang dalam menggunakan aplikasi KAI,setelah diperbaharui makin lambat susah buat buka aplikasinya padahal sinyal bagus mau mengecek tiket jadi susah semoga bisa diperbaiki lagi sehingga dapat memudahkan penumpang dalam menggunakan aplikasi kai,"['setelah', 'diperbaharui', 'makin', 'lambat', 'susah', 'buat', 'buka', 'aplikasinya', 'padahal', 'sinyal', 'bagus', 'mau', 'mengecek', 'tiket', 'jadi', 'susah', 'semoga', 'bisa', 'diperbaiki', 'lagi', 'sehingga', 'dapat', 'memudahkan', 'penumpang', 'dalam', 'menggunakan', 'aplikasi', 'kai']","['diperbaharui', 'lambat', 'susah', 'buka', 'aplikasinya', 'sinyal', 'bagus', 'mengecek', 'tiket', 'susah', 'semoga', 'diperbaiki', 'memudahkan', 'penumpang', 'aplikasi', 'kai']","['baharu', 'lambat', 'susah', 'buka', 'aplikasi', 'sinyal', 'bagus', 'ecek', 'tiket', 'susah', 'moga', 'baik', 'mudah', 'tumpang', 'aplikasi', 'kai']"
275,Aplikasi yg semakin mempersulit penggunanya mana lemot bgt,Aplikasi yang semakin mempersulit penggunanya mana lambat banget,aplikasi yang semakin mempersulit penggunanya mana lambat banget,"['aplikasi', 'yang', 'semakin', 'mempersulit', 'penggunanya', 'mana', 'lambat', 'banget']","['aplikasi', 'mempersulit', 'penggunanya', 'lambat', 'banget']","['aplikasi', 'sulit', 'guna', 'lambat', 'banget']"
651,Kereta lokal jadi GK muncul jadwalnya JD GK bisa pesan,Kereta lokal jadi enggak muncul jadwalnya jadi enggak bisa pesan,kereta lokal jadi enggak muncul jadwalnya jadi enggak bisa pesan,"['kereta', 'lokal', 'jadi', 'enggak', 'muncul', 'jadwalnya', 'jadi', 'enggak', 'bisa', 'pesan']","['kereta', 'lokal', 'muncul', 'jadwalnya', 'pesan']","['kereta', 'lokal', 'muncul', 'jadwal', 'pesan']"
314,Kakak ini gimana ko update otomatis pas masuk lagi tiket saya hilanggg mana perjalanan buat hari sabtu kakk rugi uang dongg saya masih mahasiswa belom punya uang kakkk,Kakak ini bagaimana kok memperbarui otomatis pas masuk lagi tiket saya hilang mana perjalanan buat hari Sabtu Kak Rugi Uang dong saya masih mahasiswa belum punya uang Kak,kakak ini bagaimana kok memperbarui otomatis pas masuk lagi tiket saya hilang mana perjalanan buat hari sabtu kak rugi uang dong saya masih mahasiswa belum punya uang kak,"['kakak', 'ini', 'bagaimana', 'kok', 'memperbarui', 'otomatis', 'pas', 'masuk', 'lagi', 'tiket', 'saya', 'hilang', 'mana', 'perjalanan', 'buat', 'hari', 'sabtu', 'kak', 'rugi', 'uang', 'dong', 'saya', 'masih', 'mahasiswa', 'belum', 'punya', 'uang', 'kak']","['kakak', 'memperbarui', 'otomatis', 'pas', 'masuk', 'tiket', 'hilang', 'perjalanan', 'sabtu', 'kak', 'rugi', 'uang', 'mahasiswa', 'uang', 'kak']","['kakak', 'baru', 'otomatis', 'pas', 'masuk', 'tiket', 'hilang', 'jalan', 'sabtu', 'kak', 'rugi', 'uang', 'mahasiswa', 'uang', 'kak']"
657,Lemot bgt apk nya mana bikim sandi nggak bisa trs harap kai untuk perbaiki kl spt ini menghambat untuk pesan tiket kai dan knp hrs rubah apk nya mending yg dlu nggak sulit,Lemot banget aplikasinya mana bikin sandi enggak bisa terus harap Kai untuk perbaiki kalau seperti ini menghambat untuk pesan tiket KAI dan kenapa harus ubah aplikasinya mending yang dahulu enggak sulit,lemot banget aplikasinya mana bikin sandi enggak bisa terus harap kai untuk perbaiki kalau seperti ini menghambat untuk pesan tiket kai dan kenapa harus ubah aplikasinya mending yang dahulu enggak sulit,"['lemot', 'banget', 'aplikasinya', 'mana', 'bikin', 'sandi', 'enggak', 'bisa', 'terus', 'harap', 'kai', 'untuk', 'perbaiki', 'kalau', 'seperti', 'ini', 'menghambat', 'untuk', 'pesan', 'tiket', 'kai', 'dan', 'kenapa', 'harus', 'ubah', 'aplikasinya', 'mending', 'yang', 'dahulu', 'enggak', 'sulit']","['lemot', 'banget', 'aplikasinya', 'bikin', 'sandi', 'harap', 'kai', 'perbaiki', 'menghambat', 'pesan', 'tiket', 'kai', 'ubah', 'aplikasinya', 'mending', 'sulit']","['lot', 'banget', 'aplikasi', 'bikin', 'sandi', 'harap', 'kai', 'baik', 'hambat', 'pesan', 'tiket', 'kai', 'ubah', 'aplikasi', 'mending', 'sulit']"
137,setelah update tambah lemot pak,setelah memperbarui tambah lambat Pak,setelah memperbarui tambah lambat pak,"['setelah', 'memperbarui', 'tambah', 'lambat', 'pak']","['memperbarui', 'lambat']","['baru', 'lambat']"
483,Halo halooo apa bisa saya berkeluh kesah iini tiket yang sudah beli dan saya sudah bayar lewat kaipay kok tidak muncul ya di kai acces daftar tiket saya saldo kaipay saya juga sudah kepotong haloo halooo,Halo halo apa bisa saya berkeluh kesah ini tiket yang sudah beli dan saya sudah bayar lewat Kaifay kok tidak muncul ya di Kai Acces daftar tiket saya saldo Kaipay saya juga sudah terpotong halo halo,halo halo apa bisa saya berkeluh kesah ini tiket yang sudah beli dan saya sudah bayar lewat kaifay kok tidak muncul ya di kai acces daftar tiket saya saldo kaipay saya juga sudah terpotong halo halo,"['halo', 'halo', 'apa', 'bisa', 'saya', 'berkeluh', 'kesah', 'ini', 'tiket', 'yang', 'sudah', 'beli', 'dan', 'saya', 'sudah', 'bayar', 'lewat', 'kaifay', 'kok', 'tidak', 'muncul', 'ya', 'di', 'kai', 'acces', 'daftar', 'tiket', 'saya', 'saldo', 'kaipay', 'saya', 'juga', 'sudah', 'terpotong', 'halo', 'halo']","['halo', 'halo', 'berkeluh', 'kesah', 'tiket', 'beli', 'bayar', 'kaifay', 'muncul', 'ya', 'kai', 'acces', 'daftar', 'tiket', 'saldo', 'kaipay', 'terpotong', 'halo', 'halo']","['halo', 'halo', 'keluh', 'kesah', 'tiket', 'beli', 'bayar', 'kaifay', 'muncul', 'ya', 'kai', 'acces', 'daftar', 'tiket', 'saldo', 'kaipay', 'potong', 'halo', 'halo']"
481,Habis update malah tambah lemot banget mau pembayaran gabisa Lebih enak aplikasi sebelum update Kai acces gak asik,Habis memperbarui malah tambah lambat banget mau pembayaran enggak bisa lebih enak aplikasi sebelum perbarui Kai Acces enggak asyik,habis memperbarui malah tambah lambat banget mau pembayaran enggak bisa lebih enak aplikasi sebelum perbarui kai acces enggak asyik,"['habis', 'memperbarui', 'malah', 'tambah', 'lambat', 'banget', 'mau', 'pembayaran', 'enggak', 'bisa', 'lebih', 'enak', 'aplikasi', 'sebelum', 'perbarui', 'kai', 'acces', 'enggak', 'asyik']","['habis', 'memperbarui', 'lambat', 'banget', 'pembayaran', 'enak', 'aplikasi', 'perbarui', 'kai', 'acces', 'asyik']","['habis', 'baru', 'lambat', 'banget', 'bayar', 'enak', 'aplikasi', 'baru', 'kai', 'acces', 'asyik']"
33,Lemmootnya minta ampun tolong segera di perbaiki sistemnya Lebih baik uninstal klo lemot bgt kya gini,Lemmootnya minta ampun tolong segera diperbaiki sistemnya lebih baik copot kalau lambat banget kayak begini,lemmootnya minta ampun tolong segera diperbaiki sistemnya lebih baik copot kalau lambat banget kayak begini,"['lemmootnya', 'minta', 'ampun', 'tolong', 'segera', 'diperbaiki', 'sistemnya', 'lebih', 'baik', 'copot', 'kalau', 'lambat', 'banget', 'kayak', 'begini']","['lemmootnya', 'ampun', 'tolong', 'diperbaiki', 'sistemnya', 'copot', 'lambat', 'banget', 'kayak']","['lemmootnya', 'ampun', 'tolong', 'baik', 'sistem', 'copot', 'lambat', 'banget', 'kayak']"
634,Berusaha buat ga update new version kai access tp malah otomatis update Kesel bgt aslikk lebih mudah digunakan aplikasi yg lama Aplikasi dgn update terbaru terlalu lemot pesan tiket terlalu banyak langkah Maaf kai access dulu,Berusaha buat enggak memperbarui sekali kai Access tetapi malah otomatis memperbarui kesal banget asli lebih mudah digunakan aplikasi yang lama aplikasi dengan perbaruan terlalu lambat pesan tiket terlalu banyak langkah Maaf kai Access dahulu,berusaha buat enggak memperbarui sekali kai access tetapi malah otomatis memperbarui kesal banget asli lebih mudah digunakan aplikasi yang lama aplikasi dengan perbaruan terlalu lambat pesan tiket terlalu banyak langkah maaf kai access dahulu,"['berusaha', 'buat', 'enggak', 'memperbarui', 'sekali', 'kai', 'access', 'tetapi', 'malah', 'otomatis', 'memperbarui', 'kesal', 'banget', 'asli', 'lebih', 'mudah', 'digunakan', 'aplikasi', 'yang', 'lama', 'aplikasi', 'dengan', 'perbaruan', 'terlalu', 'lambat', 'pesan', 'tiket', 'terlalu', 'banyak', 'langkah', 'maaf', 'kai', 'access', 'dahulu']","['berusaha', 'memperbarui', 'kai', 'access', 'otomatis', 'memperbarui', 'kesal', 'banget', 'asli', 'mudah', 'aplikasi', 'aplikasi', 'perbaruan', 'lambat', 'pesan', 'tiket', 'langkah', 'maaf', 'kai', 'access']","['usaha', 'baru', 'kai', 'access', 'otomatis', 'baru', 'kesal', 'banget', 'asli', 'mudah', 'aplikasi', 'aplikasi', 'baru', 'lambat', 'pesan', 'tiket', 'langkah', 'maaf', 'kai', 'access']"
257,Lemottttt freeze udah di update koq malah parahhh,Lemot freeze sudah diperbarui kok malah parah,lemot freeze sudah diperbarui kok malah parah,"['lemot', 'freeze', 'sudah', 'diperbarui', 'kok', 'malah', 'parah']","['lemot', 'freeze', 'diperbarui', 'parah']","['lot', 'freeze', 'baru', 'parah']"
9,Habis update malah ribet dan sangat sangat lemot tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat pilih tempat duduk loading sampai mnit blm slesai ahirnya beli di traveloka aja balikin ke versi sebelumnya aja di tes dlu sampai benar jalan semua fiturnya sebelum apk nya di luncurin buat umum smg benerin,Habis memperbarui malah ribet dan sangat sangat lambat tolong dibenahi lagi apa karena masih baru memperbarui belum dilalukan percobaan atau bagaimana cetah di pencarian stasiun kereta sangat lambat memuatnya dan stasiun tidak ditemukan padahal di versi sebelumnya bisa langsung bertemu dan cepat pilih tempat duduk memuat sampai minta belum selesai akhirnya beli di Traveloka saja mengembalikan versi sebelumnya saja di tes dahulu sampai benar jalan semua fiturnya sebelum aplikasinya diluncurkan buat umum semarang perbaiki,habis memperbarui malah ribet dan sangat sangat lambat tolong dibenahi lagi apa karena masih baru memperbarui belum dilalukan percobaan atau bagaimana cetah di pencarian stasiun kereta sangat lambat memuatnya dan stasiun tidak ditemukan padahal di versi sebelumnya bisa langsung bertemu dan cepat pilih tempat duduk memuat sampai minta belum selesai akhirnya beli di traveloka saja mengembalikan versi sebelumnya saja di tes dahulu sampai benar jalan semua fiturnya sebelum aplikasinya diluncurkan buat umum semarang perbaiki,"['habis', 'memperbarui', 'malah', 'ribet', 'dan', 'sangat', 'sangat', 'lambat', 'tolong', 'dibenahi', 'lagi', 'apa', 'karena', 'masih', 'baru', 'memperbarui', 'belum', 'dilalukan', 'percobaan', 'atau', 'bagaimana', 'cetah', 'di', 'pencarian', 'stasiun', 'kereta', 'sangat', 'lambat', 'memuatnya', 'dan', 'stasiun', 'tidak', 'ditemukan', 'padahal', 'di', 'versi', 'sebelumnya', 'bisa', 'langsung', 'bertemu', 'dan', 'cepat', 'pilih', 'tempat', 'duduk', 'memuat', 'sampai', 'minta', 'belum', 'selesai', 'akhirnya', 'beli', 'di', 'traveloka', 'saja', 'mengembalikan', 'versi', 'sebelumnya', 'saja', 'di', 'tes', 'dahulu', 'sampai', 'benar', 'jalan', 'semua', 'fiturnya', 'sebelum', 'aplikasinya', 'diluncurkan', 'buat', 'umum', 'semarang', 'perbaiki']","['habis', 'memperbarui', 'ribet', 'lambat', 'tolong', 'dibenahi', 'memperbarui', 'dilalukan', 'percobaan', 'cetah', 'pencarian', 'stasiun', 'kereta', 'lambat', 'memuatnya', 'stasiun', 'ditemukan', 'versi', 'langsung', 'bertemu', 'cepat', 'pilih', 'duduk', 'memuat', 'selesai', 'beli', 'traveloka', 'mengembalikan', 'versi', 'tes', 'jalan', 'fiturnya', 'aplikasinya', 'diluncurkan', 'semarang', 'perbaiki']","['habis', 'baru', 'ribet', 'lambat', 'tolong', 'benah', 'baru', 'lalu', 'coba', 'cetah', 'cari', 'stasiun', 'kereta', 'lambat', 'muat', 'stasiun', 'temu', 'versi', 'langsung', 'temu', 'cepat', 'pilih', 'duduk', 'muat', 'selesai', 'beli', 'traveloka', 'kembali', 'versi', 'tes', 'jalan', 'fiturnya', 'aplikasi', 'luncur', 'semarang', 'baik']"
22,Jadi lemot banget mau masuk menu home,Jadi lambat banget mau masuk menu home,jadi lambat banget mau masuk menu home,"['jadi', 'lambat', 'banget', 'mau', 'masuk', 'menu', 'home']","['lambat', 'banget', 'masuk', 'menu', 'home']","['lambat', 'banget', 'masuk', 'menu', 'home']"
382,Semakin susah utk pesan kai masa perbaharui apk nya malah semakin lola,Makin susah untuk pesan kali masa perbarui aplikasinya malah makin lola,makin susah untuk pesan kali masa perbarui aplikasinya malah makin lola,"['makin', 'susah', 'untuk', 'pesan', 'kali', 'masa', 'perbarui', 'aplikasinya', 'malah', 'makin', 'lola']","['susah', 'pesan', 'kali', 'perbarui', 'aplikasinya', 'lola']","['susah', 'pesan', 'kali', 'baru', 'aplikasi', 'lola']"
221,Setelah upgrade terbaru sangat disayangkan program ny berubah dan menjadi kurang memuaskan Mohon kpd pihak pemilik kayak ny lebih mudah aplikasi yg sblum nya,Setelah meningkatkan terbaru sangat disayangkan programnya berubah dan menjadi kurang memuaskan mohon kepada pihak pemilik kayaknya lebih mudah aplikasi yang sebelumnya,setelah meningkatkan terbaru sangat disayangkan programnya berubah dan menjadi kurang memuaskan mohon kepada pihak pemilik kayaknya lebih mudah aplikasi yang sebelumnya,"['setelah', 'meningkatkan', 'terbaru', 'sangat', 'disayangkan', 'programnya', 'berubah', 'dan', 'menjadi', 'kurang', 'memuaskan', 'mohon', 'kepada', 'pihak', 'pemilik', 'kayaknya', 'lebih', 'mudah', 'aplikasi', 'yang', 'sebelumnya']","['meningkatkan', 'terbaru', 'disayangkan', 'programnya', 'berubah', 'memuaskan', 'mohon', 'pemilik', 'kayaknya', 'mudah', 'aplikasi']","['tingkat', 'baru', 'sayang', 'program', 'ubah', 'muas', 'mohon', 'milik', 'kayak', 'mudah', 'aplikasi']"
542,lebih buruk dari aplikasi sebelumnya aplikasi baru walaupun tampilannya bagus tapi sangat lamban dan sering error kita yang butuh tiket cepat jd terhambat,lebih buruk dari aplikasi sebelumnya aplikasi baru walaupun tampilannya bagus tetapi sangat lamban dan sering eror kita yang butuh tiket cepat jadi terhambat,lebih buruk dari aplikasi sebelumnya aplikasi baru walaupun tampilannya bagus tetapi sangat lamban dan sering eror kita yang butuh tiket cepat jadi terhambat,"['lebih', 'buruk', 'dari', 'aplikasi', 'sebelumnya', 'aplikasi', 'baru', 'walaupun', 'tampilannya', 'bagus', 'tetapi', 'sangat', 'lamban', 'dan', 'sering', 'eror', 'kita', 'yang', 'butuh', 'tiket', 'cepat', 'jadi', 'terhambat']","['buruk', 'aplikasi', 'aplikasi', 'tampilannya', 'bagus', 'lamban', 'eror', 'butuh', 'tiket', 'cepat', 'terhambat']","['buruk', 'aplikasi', 'aplikasi', 'tampil', 'bagus', 'lamban', 'eror', 'butuh', 'tiket', 'cepat', 'hambat']"
682,Ini gimana seeeeeeeee dikit ganti dikit ganti capekkkkkk loooooo atur pasword teroooossss haduuhh bikin orang susah ajaaaaa bikin repot tau gak,Ini bagaimana seh dikit ganti dikit ganti capek lo atur kata sandi terus haduh bikin orang susah saja bikin repot tahu enggak,ini bagaimana seh dikit ganti dikit ganti capek lo atur kata sandi terus haduh bikin orang susah saja bikin repot tahu enggak,"['ini', 'bagaimana', 'seh', 'dikit', 'ganti', 'dikit', 'ganti', 'capek', 'lo', 'atur', 'kata', 'sandi', 'terus', 'haduh', 'bikin', 'orang', 'susah', 'saja', 'bikin', 'repot', 'tahu', 'enggak']","['seh', 'dikit', 'ganti', 'dikit', 'ganti', 'capek', 'lo', 'atur', 'sandi', 'haduh', 'bikin', 'orang', 'susah', 'bikin', 'repot']","['seh', 'dikit', 'ganti', 'dikit', 'ganti', 'capek', 'lo', 'atur', 'sandi', 'haduh', 'bikin', 'orang', 'susah', 'bikin', 'repot']"
334,Yang baru semakin lemot dan eror mohon diperbaiki,Yang baru makin lambat dan eror mohon diperbaiki,yang baru makin lambat dan eror mohon diperbaiki,"['yang', 'baru', 'makin', 'lambat', 'dan', 'eror', 'mohon', 'diperbaiki']","['lambat', 'eror', 'mohon', 'diperbaiki']","['lambat', 'eror', 'mohon', 'baik']"
84,Aduh repot banget sih tiket saya hilang karena gak bisa masuk ke akun lama,Aduh repot banget sih tiket saya hilang karena enggak bisa masuk ke akun lama,aduh repot banget sih tiket saya hilang karena enggak bisa masuk ke akun lama,"['aduh', 'repot', 'banget', 'sih', 'tiket', 'saya', 'hilang', 'karena', 'enggak', 'bisa', 'masuk', 'ke', 'akun', 'lama']","['aduh', 'repot', 'banget', 'sih', 'tiket', 'hilang', 'masuk', 'akun']","['aduh', 'repot', 'banget', 'sih', 'tiket', 'hilang', 'masuk', 'akun']"
335,Lemot,Lemot,lemot,['lemot'],['lemot'],['lot']
247,Aneh update bukanya tambah cepet tp tambah lemot sy kira jaringan ternyata mmg lemot aplikasinya ni gr korup sm org bumn cari proyek buat komisaris,Aneh perbarui bukannya tambah cepat tetapi tambah lambat saya kira jaringan ternyata memang lambat aplikasinya ini gara-gara korupsi sama orang buman cari proyek buat komisaris,aneh perbarui bukannya tambah cepat tetapi tambah lambat saya kira jaringan ternyata memang lambat aplikasinya ini gara-gara korupsi sama orang buman cari proyek buat komisaris,"['aneh', 'perbarui', 'bukannya', 'tambah', 'cepat', 'tetapi', 'tambah', 'lambat', 'saya', 'kira', 'jaringan', 'ternyata', 'memang', 'lambat', 'aplikasinya', 'ini', 'gara-gara', 'korupsi', 'sama', 'orang', 'buman', 'cari', 'proyek', 'buat', 'komisaris']","['aneh', 'perbarui', 'cepat', 'lambat', 'jaringan', 'lambat', 'aplikasinya', 'gara-gara', 'korupsi', 'orang', 'buman', 'cari', 'proyek', 'komisaris']","['aneh', 'baru', 'cepat', 'lambat', 'jaring', 'lambat', 'aplikasi', 'gara-gara', 'korupsi', 'orang', 'bum', 'cari', 'proyek', 'komisaris']"
580,Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline,Setelah memperbarui tampilan lebih colour full lebih lengkap bahkan jadwal commuterline,setelah memperbarui tampilan lebih colour full lebih lengkap bahkan jadwal commuterline,"['setelah', 'memperbarui', 'tampilan', 'lebih', 'colour', 'full', 'lebih', 'lengkap', 'bahkan', 'jadwal', 'commuterline']","['memperbarui', 'tampilan', 'colour', 'full', 'lengkap', 'jadwal', 'commuterline']","['baru', 'tampil', 'colour', 'full', 'lengkap', 'jadwal', 'commuterline']"
618,Kenapa saya kasih Bukanya lebih cepet tapi makin lola Ini saya pesan bukan waktu promo yaaa Apalagi pas promoo tulisan nya tidak ada jadwal Apalagi nanti pas war tiket mudik lebaran Toloooong perbaiki app ny,Kenapa saya kasih bukannya lebih cepat tetapi makin lola ini saya pesan bukan waktu promo ya apalagi pas promo tulisannya tidak ada jadwal apalagi nanti pas war tiket mudik lebaran tolong perbaiki aplikasinya,kenapa saya kasih bukannya lebih cepat tetapi makin lola ini saya pesan bukan waktu promo ya apalagi pas promo tulisannya tidak ada jadwal apalagi nanti pas war tiket mudik lebaran tolong perbaiki aplikasinya,"['kenapa', 'saya', 'kasih', 'bukannya', 'lebih', 'cepat', 'tetapi', 'makin', 'lola', 'ini', 'saya', 'pesan', 'bukan', 'waktu', 'promo', 'ya', 'apalagi', 'pas', 'promo', 'tulisannya', 'tidak', 'ada', 'jadwal', 'apalagi', 'nanti', 'pas', 'war', 'tiket', 'mudik', 'lebaran', 'tolong', 'perbaiki', 'aplikasinya']","['kasih', 'cepat', 'lola', 'pesan', 'promo', 'ya', 'pas', 'promo', 'tulisannya', 'jadwal', 'pas', 'war', 'tiket', 'mudik', 'lebaran', 'tolong', 'perbaiki', 'aplikasinya']","['kasih', 'cepat', 'lola', 'pesan', 'promo', 'ya', 'pas', 'promo', 'tulis', 'jadwal', 'pas', 'war', 'tiket', 'mudik', 'lebaran', 'tolong', 'baik', 'aplikasi']"
203,setiap ngecek tiket selalu tidak ada jadwal,setiap mengecek tiket selalu tidak ada jadwal,setiap mengecek tiket selalu tidak ada jadwal,"['setiap', 'mengecek', 'tiket', 'selalu', 'tidak', 'ada', 'jadwal']","['mengecek', 'tiket', 'jadwal']","['ecek', 'tiket', 'jadwal']"
196,Woi admin balikin ke aplikasi lama lah lemot banget aplikasi update baru Setelah update malah makin tdk user friendly filter hanya ada pilihan dulu bisa by waktu harga dan kelas pilih kursi juga hrs scroll atas bawah dulu layar tampak semua hadeuh bukannya makin maju,Woi admin kembalikan ke aplikasi lamalah lambat banget aplikasi perbaruan baru setelah pembaruan malah makin tidak pengguna friendly filter hanya ada pilihan dahulu bisa oleh waktu harga dan kelas pilih kursi juga harus gulir atas bawah dahulu layar tampak semua aduh bukannya makin maju,woi admin kembalikan ke aplikasi lamalah lambat banget aplikasi perbaruan baru setelah pembaruan malah makin tidak pengguna friendly filter hanya ada pilihan dahulu bisa oleh waktu harga dan kelas pilih kursi juga harus gulir atas bawah dahulu layar tampak semua aduh bukannya makin maju,"['woi', 'admin', 'kembalikan', 'ke', 'aplikasi', 'lamalah', 'lambat', 'banget', 'aplikasi', 'perbaruan', 'baru', 'setelah', 'pembaruan', 'malah', 'makin', 'tidak', 'pengguna', 'friendly', 'filter', 'hanya', 'ada', 'pilihan', 'dahulu', 'bisa', 'oleh', 'waktu', 'harga', 'dan', 'kelas', 'pilih', 'kursi', 'juga', 'harus', 'gulir', 'atas', 'bawah', 'dahulu', 'layar', 'tampak', 'semua', 'aduh', 'bukannya', 'makin', 'maju']","['woi', 'admin', 'kembalikan', 'aplikasi', 'lamalah', 'lambat', 'banget', 'aplikasi', 'perbaruan', 'pembaruan', 'pengguna', 'friendly', 'filter', 'pilihan', 'harga', 'kelas', 'pilih', 'kursi', 'gulir', 'layar', 'aduh', 'maju']","['woi', 'admin', 'kembali', 'aplikasi', 'lama', 'lambat', 'banget', 'aplikasi', 'baru', 'baru', 'guna', 'friendly', 'filter', 'pilih', 'harga', 'kelas', 'pilih', 'kursi', 'gulir', 'layar', 'aduh', 'maju']"
658,Pesan tiket ka lokal tertulis tersedia tapi gk dapet bangku Aneh,Pesan tiket Kak lokal tertulis tersedia tetapi enggak dapat bangku aneh,pesan tiket kak lokal tertulis tersedia tetapi enggak dapat bangku aneh,"['pesan', 'tiket', 'kak', 'lokal', 'tertulis', 'tersedia', 'tetapi', 'enggak', 'dapat', 'bangku', 'aneh']","['pesan', 'tiket', 'kak', 'lokal', 'tertulis', 'tersedia', 'bangku', 'aneh']","['pesan', 'tiket', 'kak', 'lokal', 'tulis', 'sedia', 'bangku', 'aneh']"
