,kalimat,kalimat_token
227,jadi lemot bgtt enakan pake apk sblm diupdate,"['jadi', 'lemot', 'bgtt', 'enakan', 'pake', 'apk', 'sblm', 'diupdate']"
537,ko tampilan nya lebih enak yang dahulu ya di update malah jadi ruwet,"['ko', 'tampilan', 'nya', 'lebih', 'enak', 'yang', 'dahulu', 'ya', 'di', 'update', 'malah', 'jadi', 'ruwet']"
554,banyak fitur dan pilihannya tapi gabusa sama saja kalo tidak bisa terakses lebih running sama versi yang lama nya merugikan konsumen apabila ada sesuatu mendesak dan butuh reshcedulle tiket tetapi gabisa sudah coba telpon dan tanya ke service center juga ga ada solusi sudah saya coba manual unistall kemudian download install lagi sama saja gabisa harus jadi perhatian dong ini,"['banyak', 'fitur', 'dan', 'pilihannya', 'tapi', 'gabusa', 'sama', 'saja', 'kalo', 'tidak', 'bisa', 'terakses', 'lebih', 'running', 'sama', 'versi', 'yang', 'lama', 'nya', 'merugikan', 'konsumen', 'apabila', 'ada', 'sesuatu', 'mendesak', 'dan', 'butuh', 'reshcedulle', 'tiket', 'tetapi', 'gabisa', 'sudah', 'coba', 'telpon', 'dan', 'tanya', 'ke', 'service', 'center', 'juga', 'ga', 'ada', 'solusi', 'sudah', 'saya', 'coba', 'manual', 'unistall', 'kemudian', 'download', 'install', 'lagi', 'sama', 'saja', 'gabisa', 'harus', 'jadi', 'perhatian', 'dong', 'ini']"
9,fiturnya lebih ribet membingungkan lebih simpel aplikasi sebelumnya,"['fiturnya', 'lebih', 'ribet', 'membingungkan', 'lebih', 'simpel', 'aplikasi', 'sebelumnya']"
574,makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
487,sudah update jadi makin bagus malah jadi semakin memudahkan saat pembayaran menggunakan wallet jadi mudah sekali lebih bagus dripada kai access versi lama,"['sudah', 'update', 'jadi', 'makin', 'bagus', 'malah', 'jadi', 'semakin', 'memudahkan', 'saat', 'pembayaran', 'menggunakan', 'wallet', 'jadi', 'mudah', 'sekali', 'lebih', 'bagus', 'dripada', 'kai', 'access', 'versi', 'lama']"
572,setelah di upgrade malah jadi lancar aplikasi nya buka jadwal pembayaran malah jadi lebih cepet,"['setelah', 'di', 'upgrade', 'malah', 'jadi', 'lancar', 'aplikasi', 'nya', 'buka', 'jadwal', 'pembayaran', 'malah', 'jadi', 'lebih', 'cepet']"
602,waktu pemesanan habis terus pembayaran terganggu aplikasi lemot gak bisa ganti kursi penumpang niat bikin aplikasi apa gak sih email yang saya kirim segera di cek disitu ada video kendalanya jangan merespon seperti bot pesan tiket ka lokal eror tolong perbaiki,"['waktu', 'pemesanan', 'habis', 'terus', 'pembayaran', 'terganggu', 'aplikasi', 'lemot', 'gak', 'bisa', 'ganti', 'kursi', 'penumpang', 'niat', 'bikin', 'aplikasi', 'apa', 'gak', 'sih', 'email', 'yang', 'saya', 'kirim', 'segera', 'di', 'cek', 'disitu', 'ada', 'video', 'kendalanya', 'jangan', 'merespon', 'seperti', 'bot', 'pesan', 'tiket', 'ka', 'lokal', 'eror', 'tolong', 'perbaiki']"
360,menjadi tidak simple,"['menjadi', 'tidak', 'simple']"
84,jadi ngga bisa cek jadwal krl aplikasi malah jd lebih rumit simple yg versi lama,"['jadi', 'ngga', 'bisa', 'cek', 'jadwal', 'krl', 'aplikasi', 'malah', 'jd', 'lebih', 'rumit', 'simple', 'yg', 'versi', 'lama']"
165,tolong ini aplikasi nya banyak banget gangguannya please fix,"['tolong', 'ini', 'aplikasi', 'nya', 'banyak', 'banget', 'gangguannya', 'please', 'fix']"
210,tampilan baru memang terlihat fresh tapi ya ampun gak selama ini juga loadingnya dong,"['tampilan', 'baru', 'memang', 'terlihat', 'fresh', 'tapi', 'ya', 'ampun', 'gak', 'selama', 'ini', 'juga', 'loadingnya', 'dong']"
209,tampilannya bagus tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget,"['tampilannya', 'bagus', 'tapi', 'saat', 'mau', 'masuk', 'ke', 'aplikasi', 'lamanya', 'mbuat', 'emosi', 'banget']"
481,terlalu bnyak menu semakin lemot aplikasinya,"['terlalu', 'bnyak', 'menu', 'semakin', 'lemot', 'aplikasinya']"
480,habis update malah ribet dan sangat sangat lemot tolong di benahi lagi apa karena masih baru update belum dilalukan percobaan atau gmn cth di pencarian stasiun kereta sangat lambat loading nya dan stasiun tidak di temukan padahal di versi sebelumnya bisa langsung ketemu dan cepat pilih tempat duduk loading sampai mnit blm slesai ahirnya beli di traveloka aja balikin ke versi sebelumnya aja di tes dlu sampai benar jalan semua fiturnya sebelum apk nya di luncurin buat umum smg benerin,"['habis', 'update', 'malah', 'ribet', 'dan', 'sangat', 'sangat', 'lemot', 'tolong', 'di', 'benahi', 'lagi', 'apa', 'karena', 'masih', 'baru', 'update', 'belum', 'dilalukan', 'percobaan', 'atau', 'gmn', 'cth', 'di', 'pencarian', 'stasiun', 'kereta', 'sangat', 'lambat', 'loading', 'nya', 'dan', 'stasiun', 'tidak', 'di', 'temukan', 'padahal', 'di', 'versi', 'sebelumnya', 'bisa', 'langsung', 'ketemu', 'dan', 'cepat', 'pilih', 'tempat', 'duduk', 'loading', 'sampai', 'mnit', 'blm', 'slesai', 'ahirnya', 'beli', 'di', 'traveloka', 'aja', 'balikin', 'ke', 'versi', 'sebelumnya', 'aja', 'di', 'tes', 'dlu', 'sampai', 'benar', 'jalan', 'semua', 'fiturnya', 'sebelum', 'apk', 'nya', 'di', 'luncurin', 'buat', 'umum', 'smg', 'benerin']"
327,setelah update malah fitur connecting train nya lemot ini aplikasi baru sekali atau update versi saja kalo update seharunya tidak mengganggu fitur yang sudah ada tetapi ini malah merusak fitur lama,"['setelah', 'update', 'malah', 'fitur', 'connecting', 'train', 'nya', 'lemot', 'ini', 'aplikasi', 'baru', 'sekali', 'atau', 'update', 'versi', 'saja', 'kalo', 'update', 'seharunya', 'tidak', 'mengganggu', 'fitur', 'yang', 'sudah', 'ada', 'tetapi', 'ini', 'malah', 'merusak', 'fitur', 'lama']"
204,minta update mulu semenjak tampilan baru makin susah diakses dan jauh lebih ribet fiturnya,"['minta', 'update', 'mulu', 'semenjak', 'tampilan', 'baru', 'makin', 'susah', 'diakses', 'dan', 'jauh', 'lebih', 'ribet', 'fiturnya']"
153,udah bisapake qris di kai access aya suka dengan pembayaran qris jadi lebih simpel ditambah uga aplikasinya makin satset,"['udah', 'bisapake', 'qris', 'di', 'kai', 'access', 'aya', 'suka', 'dengan', 'pembayaran', 'qris', 'jadi', 'lebih', 'simpel', 'ditambah', 'uga', 'aplikasinya', 'makin', 'satset']"
75,semakin memberikan kemudahan customer update an yg baru ini bintang buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer pengguna,"['semakin', 'memberikan', 'kemudahan', 'customer', 'update', 'an', 'yg', 'baru', 'ini', 'bintang', 'buat', 'update', 'an', 'terbarunya', 'kai', 'udah', 'ga', 'lemot', 'lagi', 'jadi', 'jos', 'mantp', 'is', 'the', 'best', 'lancar', 'jaya', 'lebih', 'suka', 'aplikasi', 'terbaru', 'ini', 'karena', 'mudah', 'dimengerti', 'oleh', 'customer', 'pengguna']"
92,makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
591,aplikasi menjadi lebih lancar sesudah di update smuanya lancar dan cepat mudah login mudah booking yang dulu lemot muter terus saya pernah nunggu hampir jam bulak balik masih saja lemot untung sekarnag sudah di update lebih memudahkan booking tiket online,"['aplikasi', 'menjadi', 'lebih', 'lancar', 'sesudah', 'di', 'update', 'smuanya', 'lancar', 'dan', 'cepat', 'mudah', 'login', 'mudah', 'booking', 'yang', 'dulu', 'lemot', 'muter', 'terus', 'saya', 'pernah', 'nunggu', 'hampir', 'jam', 'bulak', 'balik', 'masih', 'saja', 'lemot', 'untung', 'sekarnag', 'sudah', 'di', 'update', 'lebih', 'memudahkan', 'booking', 'tiket', 'online']"
68,di update malah lancar bangettt yg dulu rada lemot soal ny buat pesen tiket bayrnya lbh mudah skrang,"['di', 'update', 'malah', 'lancar', 'bangettt', 'yg', 'dulu', 'rada', 'lemot', 'soal', 'ny', 'buat', 'pesen', 'tiket', 'bayrnya', 'lbh', 'mudah', 'skrang']"
15,alamdulillah setelah update akses menjadi lebih lancar tidak seperti pada aplikasi sebelumnya lemot saat memilih kursi timeout tdk perlu nunggu waktu lama membuang waktu,"['alamdulillah', 'setelah', 'update', 'akses', 'menjadi', 'lebih', 'lancar', 'tidak', 'seperti', 'pada', 'aplikasi', 'sebelumnya', 'lemot', 'saat', 'memilih', 'kursi', 'timeout', 'tdk', 'perlu', 'nunggu', 'waktu', 'lama', 'membuang', 'waktu']"
395,tampilan ok pemesanan cepat lgsung dapat,"['tampilan', 'ok', 'pemesanan', 'cepat', 'lgsung', 'dapat']"
234,semakin susah gak bs di pesan gak bisa di klik masih bagus yg versi lama,"['semakin', 'susah', 'gak', 'bs', 'di', 'pesan', 'gak', 'bisa', 'di', 'klik', 'masih', 'bagus', 'yg', 'versi', 'lama']"
88,ini setelah update kenapa aplikasi nya jadi lemot banget min bahkan logout sendiri pas mau masuk jdi gk bisa masuk keterangan nya failed request padahal udah biasa dulu pake kai acces tolong donk klo memang harus pake aplikasi aplikasinya yaa di bikin simpel dan mudah akses nya jangan jadi malah susah gini,"['ini', 'setelah', 'update', 'kenapa', 'aplikasi', 'nya', 'jadi', 'lemot', 'banget', 'min', 'bahkan', 'logout', 'sendiri', 'pas', 'mau', 'masuk', 'jdi', 'gk', 'bisa', 'masuk', 'keterangan', 'nya', 'failed', 'request', 'padahal', 'udah', 'biasa', 'dulu', 'pake', 'kai', 'acces', 'tolong', 'donk', 'klo', 'memang', 'harus', 'pake', 'aplikasi', 'aplikasinya', 'yaa', 'di', 'bikin', 'simpel', 'dan', 'mudah', 'akses', 'nya', 'jangan', 'jadi', 'malah', 'susah', 'gini']"
516,setelah di upgrade jd susah mesen tiketnya sering pesan dengan metode pembayaran link aja pdhl di hp udah terpasang aplikasinya tp disuruh download,"['setelah', 'di', 'upgrade', 'jd', 'susah', 'mesen', 'tiketnya', 'sering', 'pesan', 'dengan', 'metode', 'pembayaran', 'link', 'aja', 'pdhl', 'di', 'hp', 'udah', 'terpasang', 'aplikasinya', 'tp', 'disuruh', 'download']"
117,tampilan interface tidak ramah setelah update ngga suka bgtt bikin mata sakit tapi menarik untung makin lancar pesen tiket nya mudah bayarnya juga bisa pake ovo soalnya saya user ovo bangwt,"['tampilan', 'interface', 'tidak', 'ramah', 'setelah', 'update', 'ngga', 'suka', 'bgtt', 'bikin', 'mata', 'sakit', 'tapi', 'menarik', 'untung', 'makin', 'lancar', 'pesen', 'tiket', 'nya', 'mudah', 'bayarnya', 'juga', 'bisa', 'pake', 'ovo', 'soalnya', 'saya', 'user', 'ovo', 'bangwt']"
405,fiturny banyak sepaket lemotnya juga minta ampun,"['fiturny', 'banyak', 'sepaket', 'lemotnya', 'juga', 'minta', 'ampun']"
430,mudah lancar pembayarannya yg tdk punya atm bisa melalui indomart alfamart mantap,"['mudah', 'lancar', 'pembayarannya', 'yg', 'tdk', 'punya', 'atm', 'bisa', 'melalui', 'indomart', 'alfamart', 'mantap']"
33,aplikasinya update sendiri tp setelah ter update tidak bisa lagi melihat jadwal kereta,"['aplikasinya', 'update', 'sendiri', 'tp', 'setelah', 'ter', 'update', 'tidak', 'bisa', 'lagi', 'melihat', 'jadwal', 'kereta']"
0,semenjak aplikasinya update jadi makin lemot hadehh,"['semenjak', 'aplikasinya', 'update', 'jadi', 'makin', 'lemot', 'hadehh']"
609,saya pelanggan setia kai merasa paus dengan versi terbaruny memudahkan dlm segala hal pesan tiket mudah cek tiket kereta mudah bayrnya mudah fitur tambahan yng juga berguna bagi saya salutnya dg tambahan fitur yg banyak tpai masih lancar terus ga lemot lemot,"['saya', 'pelanggan', 'setia', 'kai', 'merasa', 'paus', 'dengan', 'versi', 'terbaruny', 'memudahkan', 'dlm', 'segala', 'hal', 'pesan', 'tiket', 'mudah', 'cek', 'tiket', 'kereta', 'mudah', 'bayrnya', 'mudah', 'fitur', 'tambahan', 'yng', 'juga', 'berguna', 'bagi', 'saya', 'salutnya', 'dg', 'tambahan', 'fitur', 'yg', 'banyak', 'tpai', 'masih', 'lancar', 'terus', 'ga', 'lemot', 'lemot']"
192,coba dihilangkan aja fitur yang nggak relate sama kai kayak beli paket data pulsa dan token listrik biar aplikasi ini semakin efisien dan mengurangi beban server juga sehingga nggak overload ketika lagi banyak yang ngakses atau war tiket,"['coba', 'dihilangkan', 'aja', 'fitur', 'yang', 'nggak', 'relate', 'sama', 'kai', 'kayak', 'beli', 'paket', 'data', 'pulsa', 'dan', 'token', 'listrik', 'biar', 'aplikasi', 'ini', 'semakin', 'efisien', 'dan', 'mengurangi', 'beban', 'server', 'juga', 'sehingga', 'nggak', 'overload', 'ketika', 'lagi', 'banyak', 'yang', 'ngakses', 'atau', 'war', 'tiket']"
365,thanks tampilan baru lebih intuitif,"['thanks', 'tampilan', 'baru', 'lebih', 'intuitif']"
603,cari tiket nya jadi sedikit menyusahkan harus drop down dulu kurang jelas tiket mana yg available lebih jelas tampilan di versi sblm nya dan jadi tidak bisa sorting tiket yg available menurut harga dsb yg tersorting hanya judul besar tiket saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya menurut saya itu sudah sangat jelas,"['cari', 'tiket', 'nya', 'jadi', 'sedikit', 'menyusahkan', 'harus', 'drop', 'down', 'dulu', 'kurang', 'jelas', 'tiket', 'mana', 'yg', 'available', 'lebih', 'jelas', 'tampilan', 'di', 'versi', 'sblm', 'nya', 'dan', 'jadi', 'tidak', 'bisa', 'sorting', 'tiket', 'yg', 'available', 'menurut', 'harga', 'dsb', 'yg', 'tersorting', 'hanya', 'judul', 'besar', 'tiket', 'saran', 'nya', 'mungkin', 'dikembalikan', 'saja', 'tampilan', 'tiket', 'nya', 'seperti', 'versi', 'sebelumnya', 'menurut', 'saya', 'itu', 'sudah', 'sangat', 'jelas']"
441,untuk update aplikasi nya lancar bangett tapi lebih enak dilihat yang dulu tampilan menu aplikasinya,"['untuk', 'update', 'aplikasi', 'nya', 'lancar', 'bangett', 'tapi', 'lebih', 'enak', 'dilihat', 'yang', 'dulu', 'tampilan', 'menu', 'aplikasinya']"
424,error daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus,"['error', 'daftar', 'pesanan', 'kosong', 'upgrade', 'gagal', 'terus', 'numbid', 'ready', 'harga', 'promo', 'gak', 'bisa', 'di', 'pesan', 'diupgrade', 'begitu', 'terus']"
22,lemooooooooooooottttttt bangettttttttt setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade setiap mau buka harus masukin otp nya entah lewat email sms padahal sebelum nya pernah kasih otp,"['lemooooooooooooottttttt', 'bangettttttttt', 'setiap', 'mau', 'buka', 'loadingnya', 'lama', 'padahal', 'jaringan', 'sudah', 'bangus', 'terus', 'aplikasinya', 'harus', 'upgrade', 'setiap', 'mau', 'buka', 'harus', 'masukin', 'otp', 'nya', 'entah', 'lewat', 'email', 'sms', 'padahal', 'sebelum', 'nya', 'pernah', 'kasih', 'otp']"
468,tampilan baru kirain aplikasi tambah bagus eh ternyata makin jelek ga bisa login lagi katanya idnum already exist kalo kayak gini gimana mau pesan tiketnya lagi jadi ga guna aplikasinya,"['tampilan', 'baru', 'kirain', 'aplikasi', 'tambah', 'bagus', 'eh', 'ternyata', 'makin', 'jelek', 'ga', 'bisa', 'login', 'lagi', 'katanya', 'idnum', 'already', 'exist', 'kalo', 'kayak', 'gini', 'gimana', 'mau', 'pesan', 'tiketnya', 'lagi', 'jadi', 'ga', 'guna', 'aplikasinya']"
116,sejak diperbarui makin garibet pesen tiket jadi sat set ga lemot lbih mudah beli tiket di aplikasi skrng hhh lebih baik daripada seblumnya thx,"['sejak', 'diperbarui', 'makin', 'garibet', 'pesen', 'tiket', 'jadi', 'sat', 'set', 'ga', 'lemot', 'lbih', 'mudah', 'beli', 'tiket', 'di', 'aplikasi', 'skrng', 'hhh', 'lebih', 'baik', 'daripada', 'seblumnya', 'thx']"
89,aplikasi guna klo bisa meng operasikan aplikasi mending offline aj malah di tiadakan offline,"['aplikasi', 'guna', 'klo', 'bisa', 'meng', 'operasikan', 'aplikasi', 'mending', 'offline', 'aj', 'malah', 'di', 'tiadakan', 'offline']"
182,metode pembayaran sangat terbatas tidak ada fitur ganti nomor padahal nomor sudah tidak aktif tidak ada tombol pembayaran jika tidak sengaja keluar dr aplikasi,"['metode', 'pembayaran', 'sangat', 'terbatas', 'tidak', 'ada', 'fitur', 'ganti', 'nomor', 'padahal', 'nomor', 'sudah', 'tidak', 'aktif', 'tidak', 'ada', 'tombol', 'pembayaran', 'jika', 'tidak', 'sengaja', 'keluar', 'dr', 'aplikasi']"
548,sejak diupdate malah makin mudah aplikasinya ga lemot lagi mudah sekali ketika cek tiket dan ketika menyelesaikan step by step setelah isi data penumpang update terbaru ini sangat membantu saya puas,"['sejak', 'diupdate', 'malah', 'makin', 'mudah', 'aplikasinya', 'ga', 'lemot', 'lagi', 'mudah', 'sekali', 'ketika', 'cek', 'tiket', 'dan', 'ketika', 'menyelesaikan', 'step', 'by', 'step', 'setelah', 'isi', 'data', 'penumpang', 'update', 'terbaru', 'ini', 'sangat', 'membantu', 'saya', 'puas']"
264,kerenn,['kerenn']
18,bagus lancar dan pemuda kita untuk pesan tiket,"['bagus', 'lancar', 'dan', 'pemuda', 'kita', 'untuk', 'pesan', 'tiket']"
235,makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
512,error daftar pesanan kosong upgrade gagal terus numbid ready harga promo gak bisa di pesan diupgrade begitu terus,"['error', 'daftar', 'pesanan', 'kosong', 'upgrade', 'gagal', 'terus', 'numbid', 'ready', 'harga', 'promo', 'gak', 'bisa', 'di', 'pesan', 'diupgrade', 'begitu', 'terus']"
144,setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline suka dg versi baru kai performnya meningkt jadi lebih cepet,"['setelah', 'update', 'tampilan', 'lebih', 'colourfull', 'lebih', 'lengkap', 'bahkan', 'jadwal', 'commuterline', 'suka', 'dg', 'versi', 'baru', 'kai', 'performnya', 'meningkt', 'jadi', 'lebih', 'cepet']"
299,performany sedikit lebih baik darisebelumnya,"['performany', 'sedikit', 'lebih', 'baik', 'darisebelumnya']"
291,kesulitan untuk pembayaran via qris padahal aplikasi sebelum di update aman tanpa kendala error,"['kesulitan', 'untuk', 'pembayaran', 'via', 'qris', 'padahal', 'aplikasi', 'sebelum', 'di', 'update', 'aman', 'tanpa', 'kendala', 'error']"
555,saat ini apk nya malah jadi kurang membantu detail kendala loadingnya lama sekali saat mau cek jadwal commuter line susah sekali mencari nama stasiun memakan banyak waktu loading namun hasil pencarian malah tidak keluar,"['saat', 'ini', 'apk', 'nya', 'malah', 'jadi', 'kurang', 'membantu', 'detail', 'kendala', 'loadingnya', 'lama', 'sekali', 'saat', 'mau', 'cek', 'jadwal', 'commuter', 'line', 'susah', 'sekali', 'mencari', 'nama', 'stasiun', 'memakan', 'banyak', 'waktu', 'loading', 'namun', 'hasil', 'pencarian', 'malah', 'tidak', 'keluar']"
382,aplikasinya sangat mudah di gunakan tambah bagus dan tidak lemot,"['aplikasinya', 'sangat', 'mudah', 'di', 'gunakan', 'tambah', 'bagus', 'dan', 'tidak', 'lemot']"
550,untuk update aplikasi nya lancar bangett tapi lebih enak dilihat yang dulu tampilan menu aplikasinya,"['untuk', 'update', 'aplikasi', 'nya', 'lancar', 'bangett', 'tapi', 'lebih', 'enak', 'dilihat', 'yang', 'dulu', 'tampilan', 'menu', 'aplikasinya']"
524,parah enak versi dulu dulu gabingung mau liat tiket yang udah dipesan dimana sekarang kebanyakan printilan yang ga guna banget sumpahhhh,"['parah', 'enak', 'versi', 'dulu', 'dulu', 'gabingung', 'mau', 'liat', 'tiket', 'yang', 'udah', 'dipesan', 'dimana', 'sekarang', 'kebanyakan', 'printilan', 'yang', 'ga', 'guna', 'banget', 'sumpahhhh']"
565,setelah di update jadi lebih baik ngga zonk lagi baik dari performa fitur nya dll tampilan dan pengoperasian jugalebih efisien versi terbaru sumpah versi lamanya nyebelin aneh,"['setelah', 'di', 'update', 'jadi', 'lebih', 'baik', 'ngga', 'zonk', 'lagi', 'baik', 'dari', 'performa', 'fitur', 'nya', 'dll', 'tampilan', 'dan', 'pengoperasian', 'jugalebih', 'efisien', 'versi', 'terbaru', 'sumpah', 'versi', 'lamanya', 'nyebelin', 'aneh']"
425,aplikasinya mempermudah dan bagus,"['aplikasinya', 'mempermudah', 'dan', 'bagus']"
167,kalau tiket abis ga usah di tampilin lagi listnya jadi bingung nge tap satu persatu karena yang habis tetap ada di list,"['kalau', 'tiket', 'abis', 'ga', 'usah', 'di', 'tampilin', 'lagi', 'listnya', 'jadi', 'bingung', 'nge', 'tap', 'satu', 'persatu', 'karena', 'yang', 'habis', 'tetap', 'ada', 'di', 'list']"
54,setelah update jadi makin lancar untuk buka aplikasinya langsung satset tpi menurut saya tampilan antarmukanya bagusan yang sebelumnya,"['setelah', 'update', 'jadi', 'makin', 'lancar', 'untuk', 'buka', 'aplikasinya', 'langsung', 'satset', 'tpi', 'menurut', 'saya', 'tampilan', 'antarmukanya', 'bagusan', 'yang', 'sebelumnya']"
437,kini versi terbaru access by kai jauh lebih baik daripada versi sebelumnya lebih modern dan colorful saran saya tambahkan beberapa fitur lain dan perbaiki beberapa bug yang masih ada maju terus kai,"['kini', 'versi', 'terbaru', 'access', 'by', 'kai', 'jauh', 'lebih', 'baik', 'daripada', 'versi', 'sebelumnya', 'lebih', 'modern', 'dan', 'colorful', 'saran', 'saya', 'tambahkan', 'beberapa', 'fitur', 'lain', 'dan', 'perbaiki', 'beberapa', 'bug', 'yang', 'masih', 'ada', 'maju', 'terus', 'kai']"
46,tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
93,setelah update aplikasi sering bermasalah tidak bisa login ke aplikasi setelah pengisian kode otp karena selalu loading sehingga harus menunggu di block jam karena terlalu sering masukkan kode otp ingin melakukan pembayaran melalui qris namun kode qris tidak kunjung muncul sehingga tidak bisa bayar tiket jenis kelamin sudah diubah namun setelah direfresh kembali lagi ke jenis kelamin yang salah tertukar antara laki dan perempuan untuk semua penumpang,"['setelah', 'update', 'aplikasi', 'sering', 'bermasalah', 'tidak', 'bisa', 'login', 'ke', 'aplikasi', 'setelah', 'pengisian', 'kode', 'otp', 'karena', 'selalu', 'loading', 'sehingga', 'harus', 'menunggu', 'di', 'block', 'jam', 'karena', 'terlalu', 'sering', 'masukkan', 'kode', 'otp', 'ingin', 'melakukan', 'pembayaran', 'melalui', 'qris', 'namun', 'kode', 'qris', 'tidak', 'kunjung', 'muncul', 'sehingga', 'tidak', 'bisa', 'bayar', 'tiket', 'jenis', 'kelamin', 'sudah', 'diubah', 'namun', 'setelah', 'direfresh', 'kembali', 'lagi', 'ke', 'jenis', 'kelamin', 'yang', 'salah', 'tertukar', 'antara', 'laki', 'dan', 'perempuan', 'untuk', 'semua', 'penumpang']"
280,update otomatis biasa nya tiket kereta yang sudah habis ga ditampilin ini yang sudah habis ditampilin kirain masih tersedia,"['update', 'otomatis', 'biasa', 'nya', 'tiket', 'kereta', 'yang', 'sudah', 'habis', 'ga', 'ditampilin', 'ini', 'yang', 'sudah', 'habis', 'ditampilin', 'kirain', 'masih', 'tersedia']"
108,fiturny banyak sepaket lemotnya juga minta ampun,"['fiturny', 'banyak', 'sepaket', 'lemotnya', 'juga', 'minta', 'ampun']"
289,waktu pemesanan habis terus pembayaran terganggu aplikasi lemot gak bisa ganti kursi penumpang niat bikin aplikasi apa gak sih email yang saya kirim segera di cek disitu ada video kendalanya jangan merespon seperti bot pesan tiket ka lokal eror tolong perbaiki,"['waktu', 'pemesanan', 'habis', 'terus', 'pembayaran', 'terganggu', 'aplikasi', 'lemot', 'gak', 'bisa', 'ganti', 'kursi', 'penumpang', 'niat', 'bikin', 'aplikasi', 'apa', 'gak', 'sih', 'email', 'yang', 'saya', 'kirim', 'segera', 'di', 'cek', 'disitu', 'ada', 'video', 'kendalanya', 'jangan', 'merespon', 'seperti', 'bot', 'pesan', 'tiket', 'ka', 'lokal', 'eror', 'tolong', 'perbaiki']"
195,tujuannya apa nampilin promo tp tidak tersedia lebih bagus dan mudah versi sebelum nya,"['tujuannya', 'apa', 'nampilin', 'promo', 'tp', 'tidak', 'tersedia', 'lebih', 'bagus', 'dan', 'mudah', 'versi', 'sebelum', 'nya']"
615,lancar banget tdk kendala wktu mau pembayaran malah jadi efektif,"['lancar', 'banget', 'tdk', 'kendala', 'wktu', 'mau', 'pembayaran', 'malah', 'jadi', 'efektif']"
509,update besaran aplikasi kai semakin bagus respon cepat dan ui keren cuma ada kekurangan yaitu metode pembayaran wallet cuma ada opsi ovo mungkin kedepan bisa ditambahkan wallet lain seperti gopay shopeepay dana atau virtual account,"['update', 'besaran', 'aplikasi', 'kai', 'semakin', 'bagus', 'respon', 'cepat', 'dan', 'ui', 'keren', 'cuma', 'ada', 'kekurangan', 'yaitu', 'metode', 'pembayaran', 'wallet', 'cuma', 'ada', 'opsi', 'ovo', 'mungkin', 'kedepan', 'bisa', 'ditambahkan', 'wallet', 'lain', 'seperti', 'gopay', 'shopeepay', 'dana', 'atau', 'virtual', 'account']"
463,good job kai aplikasinya jadi lancar banget pemesanan cepat bgt di upgrade jd lebih baik dan lebih mudah diakses,"['good', 'job', 'kai', 'aplikasinya', 'jadi', 'lancar', 'banget', 'pemesanan', 'cepat', 'bgt', 'di', 'upgrade', 'jd', 'lebih', 'baik', 'dan', 'lebih', 'mudah', 'diakses']"
355,lemmootnya minta ampun tolong segera di perbaiki sistemnya lebih baik uninstal klo lemot bgt kya gini,"['lemmootnya', 'minta', 'ampun', 'tolong', 'segera', 'di', 'perbaiki', 'sistemnya', 'lebih', 'baik', 'uninstal', 'klo', 'lemot', 'bgt', 'kya', 'gini']"
