,kalimat,kalimat_token
228,ribet jadwal yg habis tidak lgsg off tp harus dibuka dulu baru muncul jam keberangkatan buat dilihat masih ada atau nggak gak efisien nyari jam yg masih ada bangkunya lemot lemooooot banget selesai iai data diri mau pilih kursi loadingnya lama banget,"['ribet', 'jadwal', 'yg', 'habis', 'tidak', 'lgsg', 'off', 'tp', 'harus', 'dibuka', 'dulu', 'baru', 'muncul', 'jam', 'keberangkatan', 'buat', 'dilihat', 'masih', 'ada', 'atau', 'nggak', 'gak', 'efisien', 'nyari', 'jam', 'yg', 'masih', 'ada', 'bangkunya', 'lemot', 'lemooooot', 'banget', 'selesai', 'iai', 'data', 'diri', 'mau', 'pilih', 'kursi', 'loadingnya', 'lama', 'banget']"
63,ini ui di update terbaru sangan menyenangkan ada ka lokal antar kota ka bandara dan komputer yg terpisah menunya jadi kebih mudah cepat dan juga railfood,"['ini', 'ui', 'di', 'update', 'terbaru', 'sangan', 'menyenangkan', 'ada', 'ka', 'lokal', 'antar', 'kota', 'ka', 'bandara', 'dan', 'komputer', 'yg', 'terpisah', 'menunya', 'jadi', 'kebih', 'mudah', 'cepat', 'dan', 'juga', 'railfood']"
250,dalam proses pemesanan tiket lebih ribet dan memakan waktu yang lebih lama daripada versi yang dulu,"['dalam', 'proses', 'pemesanan', 'tiket', 'lebih', 'ribet', 'dan', 'memakan', 'waktu', 'yang', 'lebih', 'lama', 'daripada', 'versi', 'yang', 'dulu']"
72,tujuannya apa nampilin promo tp tidak tersedia lebih bagus dan mudah versi sebelum nya,"['tujuannya', 'apa', 'nampilin', 'promo', 'tp', 'tidak', 'tersedia', 'lebih', 'bagus', 'dan', 'mudah', 'versi', 'sebelum', 'nya']"
278,bagus nih tampilan enak diliat tapi di gua gak lemot kok tampilannya enteng juga apk nya ga berat,"['bagus', 'nih', 'tampilan', 'enak', 'diliat', 'tapi', 'di', 'gua', 'gak', 'lemot', 'kok', 'tampilannya', 'enteng', 'juga', 'apk', 'nya', 'ga', 'berat']"
265,kaai acces sya udah pesen tiket dan bayar pke qris dana memudahkan banget,"['kaai', 'acces', 'sya', 'udah', 'pesen', 'tiket', 'dan', 'bayar', 'pke', 'qris', 'dana', 'memudahkan', 'banget']"
576,mohon maaf setelah update akses menjadi lebih lambat tidak seperti pada aplikasi sebelumnya saat memilih kursi timeout menunggu lama sekali menghabiskan banyak waktu,"['mohon', 'maaf', 'setelah', 'update', 'akses', 'menjadi', 'lebih', 'lambat', 'tidak', 'seperti', 'pada', 'aplikasi', 'sebelumnya', 'saat', 'memilih', 'kursi', 'timeout', 'menunggu', 'lama', 'sekali', 'menghabiskan', 'banyak', 'waktu']"
174,ini bagaimana aplikasi barunya kok error saya mau pesan tiket jadi gabisa gara tiap mau bayar selalu time out padahal baru saja di klik tiba sudah time out sampai saya logout dan uninstall ulang tetep gabisa mau hapus akun saja sekalian juga gabisa alasannya karena ada tiket perjalanan yang blm selesai pdhl tidak ada sama sekali wong mau beli tiket baru aja gabisa kok gimana dong ini solusinya jadi susah mau beli tiket harus nyuruh adek saya pakai akunnya,"['ini', 'bagaimana', 'aplikasi', 'barunya', 'kok', 'error', 'saya', 'mau', 'pesan', 'tiket', 'jadi', 'gabisa', 'gara', 'tiap', 'mau', 'bayar', 'selalu', 'time', 'out', 'padahal', 'baru', 'saja', 'di', 'klik', 'tiba', 'sudah', 'time', 'out', 'sampai', 'saya', 'logout', 'dan', 'uninstall', 'ulang', 'tetep', 'gabisa', 'mau', 'hapus', 'akun', 'saja', 'sekalian', 'juga', 'gabisa', 'alasannya', 'karena', 'ada', 'tiket', 'perjalanan', 'yang', 'blm', 'selesai', 'pdhl', 'tidak', 'ada', 'sama', 'sekali', 'wong', 'mau', 'beli', 'tiket', 'baru', 'aja', 'gabisa', 'kok', 'gimana', 'dong', 'ini', 'solusinya', 'jadi', 'susah', 'mau', 'beli', 'tiket', 'harus', 'nyuruh', 'adek', 'saya', 'pakai', 'akunnya']"
257,update terbaru tampilan terbaru bukanya memperbaiki malah mempersulit tiket udah habis ngapain masih pada nongol lbh suka tampilan yg lama simpel dan tidak beribet,"['update', 'terbaru', 'tampilan', 'terbaru', 'bukanya', 'memperbaiki', 'malah', 'mempersulit', 'tiket', 'udah', 'habis', 'ngapain', 'masih', 'pada', 'nongol', 'lbh', 'suka', 'tampilan', 'yg', 'lama', 'simpel', 'dan', 'tidak', 'beribet']"
529,jadi makin ribet bagi orang tua ini menyusahkan ya ui ux ny kalo dulu lebih sederhana,"['jadi', 'makin', 'ribet', 'bagi', 'orang', 'tua', 'ini', 'menyusahkan', 'ya', 'ui', 'ux', 'ny', 'kalo', 'dulu', 'lebih', 'sederhana']"
336,apk terbaru kebanyakan menu,"['apk', 'terbaru', 'kebanyakan', 'menu']"
296,izin menyampaikan kendala saat saya melakukan pendaftaran member tepat nya setelah mendapatkan kode saya menekan tombol lanjutkan tapi malah gak bisa saya pikir masalah sinyal tapi tetap gak bisa alhasil saya susah buat beli tiket dikarenakan harua daftar member terlebih dahulu,"['izin', 'menyampaikan', 'kendala', 'saat', 'saya', 'melakukan', 'pendaftaran', 'member', 'tepat', 'nya', 'setelah', 'mendapatkan', 'kode', 'saya', 'menekan', 'tombol', 'lanjutkan', 'tapi', 'malah', 'gak', 'bisa', 'saya', 'pikir', 'masalah', 'sinyal', 'tapi', 'tetap', 'gak', 'bisa', 'alhasil', 'saya', 'susah', 'buat', 'beli', 'tiket', 'dikarenakan', 'harua', 'daftar', 'member', 'terlebih', 'dahulu']"
322,sudah tidak ada kendala lagi buat pesen tiket kereta pake aplikasi kai ini jadi makin mudah dan cepet,"['sudah', 'tidak', 'ada', 'kendala', 'lagi', 'buat', 'pesen', 'tiket', 'kereta', 'pake', 'aplikasi', 'kai', 'ini', 'jadi', 'makin', 'mudah', 'dan', 'cepet']"
6,setelah update malah lemot susah melakukan pemesanan tolong diperbaiki,"['setelah', 'update', 'malah', 'lemot', 'susah', 'melakukan', 'pemesanan', 'tolong', 'diperbaiki']"
104,gara gara update lemot bangattt,"['gara', 'gara', 'update', 'lemot', 'bangattt']"
287,apk sering error aneh udah update malah rasanya kayak downgrade sering tidak bisa pembayaran melalui qris sering gagal udak top up dana link aja ovo tetep tidak bisa aneh banget qris nya sering gagal sampe uang habis cuma buat top up apk tersebut tatapi tidak berguna sama apk nya lemot banget badahal sinyal kenceng hp juga spek lumayan aneh banget dah apk nya,"['apk', 'sering', 'error', 'aneh', 'udah', 'update', 'malah', 'rasanya', 'kayak', 'downgrade', 'sering', 'tidak', 'bisa', 'pembayaran', 'melalui', 'qris', 'sering', 'gagal', 'udak', 'top', 'up', 'dana', 'link', 'aja', 'ovo', 'tetep', 'tidak', 'bisa', 'aneh', 'banget', 'qris', 'nya', 'sering', 'gagal', 'sampe', 'uang', 'habis', 'cuma', 'buat', 'top', 'up', 'apk', 'tersebut', 'tatapi', 'tidak', 'berguna', 'sama', 'apk', 'nya', 'lemot', 'banget', 'badahal', 'sinyal', 'kenceng', 'hp', 'juga', 'spek', 'lumayan', 'aneh', 'banget', 'dah', 'apk', 'nya']"
549,udah gk lemot lagi mau mesen tiket lokal tiket antarkota semua pake online tapi apk nya lancar parah gk lemot jadi makin memudahkan juga setelah diperbarui huhuhhu suka,"['udah', 'gk', 'lemot', 'lagi', 'mau', 'mesen', 'tiket', 'lokal', 'tiket', 'antarkota', 'semua', 'pake', 'online', 'tapi', 'apk', 'nya', 'lancar', 'parah', 'gk', 'lemot', 'jadi', 'makin', 'memudahkan', 'juga', 'setelah', 'diperbarui', 'huhuhhu', 'suka']"
442,kalo ga butuh ma akses kereta ini males bgt dah make app ini minggu ini loading trs eror trs mana org tuh buru ini bner bkin emosi pas nyampe stasiun disuruh ke loket dari loket disuruh ke petugas dpn bner nyebelin bgt sampe ketinggalan jadwal kereta dong mana lg buru kalo org gbs beli diloket ya benerin dong tu app jgn ngerugiin waktu orang,"['kalo', 'ga', 'butuh', 'ma', 'akses', 'kereta', 'ini', 'males', 'bgt', 'dah', 'make', 'app', 'ini', 'minggu', 'ini', 'loading', 'trs', 'eror', 'trs', 'mana', 'org', 'tuh', 'buru', 'ini', 'bner', 'bkin', 'emosi', 'pas', 'nyampe', 'stasiun', 'disuruh', 'ke', 'loket', 'dari', 'loket', 'disuruh', 'ke', 'petugas', 'dpn', 'bner', 'nyebelin', 'bgt', 'sampe', 'ketinggalan', 'jadwal', 'kereta', 'dong', 'mana', 'lg', 'buru', 'kalo', 'org', 'gbs', 'beli', 'diloket', 'ya', 'benerin', 'dong', 'tu', 'app', 'jgn', 'ngerugiin', 'waktu', 'orang']"
259,mudah buat cari dan pesen tiket kemarin udah transaksi qris sukses tiket buat besok pp sangat memudahkan ga perlu bingung lagi,"['mudah', 'buat', 'cari', 'dan', 'pesen', 'tiket', 'kemarin', 'udah', 'transaksi', 'qris', 'sukses', 'tiket', 'buat', 'besok', 'pp', 'sangat', 'memudahkan', 'ga', 'perlu', 'bingung', 'lagi']"
390,semakin memberikan kemudahan customer update an yg baru ini bintang buat update an terbarunya kai udah ga lemot lagi jadi jos mantp is the best lancar jaya lebih suka aplikasi terbaru ini karena mudah dimengerti oleh customer pengguna,"['semakin', 'memberikan', 'kemudahan', 'customer', 'update', 'an', 'yg', 'baru', 'ini', 'bintang', 'buat', 'update', 'an', 'terbarunya', 'kai', 'udah', 'ga', 'lemot', 'lagi', 'jadi', 'jos', 'mantp', 'is', 'the', 'best', 'lancar', 'jaya', 'lebih', 'suka', 'aplikasi', 'terbaru', 'ini', 'karena', 'mudah', 'dimengerti', 'oleh', 'customer', 'pengguna']"
220,poin penting review kai access access by kai dari semua yg paling mencolok adalah fitur pemesanan opsi railfood dan layanan lainnya seharusnya tidak perlu masuk biarkan itu dipesan sendiri karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat apalagi jika dikejar waktu kemudian pemilihan kursi tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan begitu kiga dengan opsi gerbong yang ada dibawah seperti itu,"['poin', 'penting', 'review', 'kai', 'access', 'access', 'by', 'kai', 'dari', 'semua', 'yg', 'paling', 'mencolok', 'adalah', 'fitur', 'pemesanan', 'opsi', 'railfood', 'dan', 'layanan', 'lainnya', 'seharusnya', 'tidak', 'perlu', 'masuk', 'biarkan', 'itu', 'dipesan', 'sendiri', 'karena', 'menurut', 'saya', 'jadi', 'tidak', 'efisien', 'saat', 'masa', 'hari', 'raya', 'yang', 'trafic', 'pemesanan', 'tiket', 'padat', 'apalagi', 'jika', 'dikejar', 'waktu', 'kemudian', 'pemilihan', 'kursi', 'tampilan', 'denah', 'kursi', 'terlalu', 'besar', 'sehingga', 'harus', 'scroll', 'lama', 'dan', 'tidak', 'ramah', 'penggunaan', 'begitu', 'kiga', 'dengan', 'opsi', 'gerbong', 'yang', 'ada', 'dibawah', 'seperti', 'itu']"
598,alhamdulillah jd lebih mudah lancar dulu susah banget kl mau hapus email akun krn sdh tdk aktif skrg kl mau ganti nomer caranya udh gampang bgt sukaaa,"['alhamdulillah', 'jd', 'lebih', 'mudah', 'lancar', 'dulu', 'susah', 'banget', 'kl', 'mau', 'hapus', 'email', 'akun', 'krn', 'sdh', 'tdk', 'aktif', 'skrg', 'kl', 'mau', 'ganti', 'nomer', 'caranya', 'udh', 'gampang', 'bgt', 'sukaaa']"
417,setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline suka dg versi baru kai performnya meningkt jadi lebih cepet,"['setelah', 'update', 'tampilan', 'lebih', 'colourfull', 'lebih', 'lengkap', 'bahkan', 'jadwal', 'commuterline', 'suka', 'dg', 'versi', 'baru', 'kai', 'performnya', 'meningkt', 'jadi', 'lebih', 'cepet']"
86,makin di upgrade makin lancar pesen tiket juga makin mudah tapilan nya juga lebih mordern suka bgt lebih fress,"['makin', 'di', 'upgrade', 'makin', 'lancar', 'pesen', 'tiket', 'juga', 'makin', 'mudah', 'tapilan', 'nya', 'juga', 'lebih', 'mordern', 'suka', 'bgt', 'lebih', 'fress']"
362,tampilan baru bukan lebih mempermudah tapi lebih mempersulit kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access,"['tampilan', 'baru', 'bukan', 'lebih', 'mempermudah', 'tapi', 'lebih', 'mempersulit', 'kasian', 'kalo', 'orang', 'awam', 'untuk', 'melakukan', 'pemesanan', 'lewat', 'apk', 'kai', 'access']"
396,saya beli tiket tapi koo bayarnya dobel saya isi saldo kai pay rb harga tiket kereta api lokal saya beli tiket untuk orng saja kok tiba saldo saya tinggal kok pembayaran bisa dobel begituu tolonggg pihak kai kejelasaannya,"['saya', 'beli', 'tiket', 'tapi', 'koo', 'bayarnya', 'dobel', 'saya', 'isi', 'saldo', 'kai', 'pay', 'rb', 'harga', 'tiket', 'kereta', 'api', 'lokal', 'saya', 'beli', 'tiket', 'untuk', 'orng', 'saja', 'kok', 'tiba', 'saldo', 'saya', 'tinggal', 'kok', 'pembayaran', 'bisa', 'dobel', 'begituu', 'tolonggg', 'pihak', 'kai', 'kejelasaannya']"
248,lemooooooooooooottttttt bangettttttttt setiap mau buka loadingnya lama padahal jaringan sudah bangus terus aplikasinya harus upgrade setiap mau buka harus masukin otp nya entah lewat email sms padahal sebelum nya pernah kasih otp,"['lemooooooooooooottttttt', 'bangettttttttt', 'setiap', 'mau', 'buka', 'loadingnya', 'lama', 'padahal', 'jaringan', 'sudah', 'bangus', 'terus', 'aplikasinya', 'harus', 'upgrade', 'setiap', 'mau', 'buka', 'harus', 'masukin', 'otp', 'nya', 'entah', 'lewat', 'email', 'sms', 'padahal', 'sebelum', 'nya', 'pernah', 'kasih', 'otp']"
184,setelag update aplikasi menjadi sangat lemot di semua fiturnya terutama di fitur tiket saya tiket yang sudah dibeli lama sekali bufferingnya menyebabkan kelamaan menunggu dipenukaran tiket cetak boarding dan fitur kereta untuk membeli tiker antar kotapun demikian begitu lemot bufferingnya mungkin seharusnya dicoba terlebih dahulu di internal kai jangan langsung main update tetapi aplikasi belum bisa maksimal,"['setelag', 'update', 'aplikasi', 'menjadi', 'sangat', 'lemot', 'di', 'semua', 'fiturnya', 'terutama', 'di', 'fitur', 'tiket', 'saya', 'tiket', 'yang', 'sudah', 'dibeli', 'lama', 'sekali', 'bufferingnya', 'menyebabkan', 'kelamaan', 'menunggu', 'dipenukaran', 'tiket', 'cetak', 'boarding', 'dan', 'fitur', 'kereta', 'untuk', 'membeli', 'tiker', 'antar', 'kotapun', 'demikian', 'begitu', 'lemot', 'bufferingnya', 'mungkin', 'seharusnya', 'dicoba', 'terlebih', 'dahulu', 'di', 'internal', 'kai', 'jangan', 'langsung', 'main', 'update', 'tetapi', 'aplikasi', 'belum', 'bisa', 'maksimal']"
290,tampilan memang bagus setelah di update tetapi kulitas aplikasi lebih baik versi sebelumnya,"['tampilan', 'memang', 'bagus', 'setelah', 'di', 'update', 'tetapi', 'kulitas', 'aplikasi', 'lebih', 'baik', 'versi', 'sebelumnya']"
